state,district,total_ipc_crimes,total_sll_crimes,total_crime_burden,violent_crime_total,property_crime_total,arms_act_cases,ndps_narcotics_cases,contraband_enforcement_total,crimes_against_women_total,crimes_against_children_total,crimes_against_sc_total,crimes_against_st_total,sc_st_atrocities_total,juvenile_ipc_crimes_total,cybercrimes_total,missing_persons_total,missing_children_total,violent_crime_ratio,property_crime_ratio,women_vulnerability_share,child_vulnerability_share,caste_atrocity_share,juvenile_delinquency_ratio,cyber_crime_intensity_per_1k,trafficking_vulnerability_proxy
Jammu & Kashmir,Anti Narcotic Task Force Jammu,0,36,36,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Anti Narcotic Task Force Kashmir,0,8,8,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Awantipora,1489,382,1871,27,128,4,224,228,307,48,0,0,0,0,0,121,4,0.0181,0.086,0.2062,0.0322,0.0,0.0,0.0,0.5
Jammu & Kashmir,Bandipora,1662,545,2207,34,107,0,238,238,425,65,0,0,0,0,8,272,8,0.0205,0.0644,0.2557,0.0391,0.0,0.0,4.8135,1.3333
Jammu & Kashmir,Baramulla,3485,808,4293,80,147,12,449,461,632,84,0,0,0,122,0,272,8,0.023,0.0422,0.1813,0.0241,0.0,0.035,0.0,8.0
Jammu & Kashmir,Budgam,3814,459,4273,118,193,6,170,176,1012,129,0,0,0,58,0,441,0,0.0309,0.0506,0.2653,0.0338,0.0,0.0152,0.0,0.0
Jammu & Kashmir,Cice Jammu,0,30,30,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0
Jammu & Kashmir,Cice Kashmir,0,15,15,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0.0,0.0,4.0,0.0,0.0,0.0,20000.0,0.0
Jammu & Kashmir,Cyber Crime Jammu,0,75,75,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0.0,0.0,0.0,0.0,0.0,0.0,101000.0,0.0
Jammu & Kashmir,Cyber Crime Kashmir,0,90,90,0,0,0,0,0,88,4,0,0,0,0,120,0,0,0.0,0.0,88.0,4.0,0.0,0.0,120000.0,0.0
Jammu & Kashmir,Doda,2226,266,2492,39,60,2,88,90,432,52,5,0,5,0,6,323,8,0.0175,0.027,0.1941,0.0234,0.0022,0.0,2.6954,8.0
Jammu & Kashmir,Eow Jammu,260,12,272,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,46.1538,0.0
Jammu & Kashmir,Eow Kashmir,60,9,69,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,66.6667,0.0
Jammu & Kashmir,Ganderbal,1719,374,2093,14,110,2,93,95,358,149,0,0,0,54,0,319,52,0.0081,0.064,0.2083,0.0867,0.0,0.0314,0.0,1.4857
Jammu & Kashmir,Handwara,1129,208,1337,19,86,0,92,92,232,108,0,0,0,0,0,0,0,0.0168,0.0762,0.2055,0.0957,0.0,0.0,0.0,0.0
Jammu & Kashmir,Jammu,12971,1491,14462,240,835,32,680,712,1185,607,25,0,25,30,33,2019,0,0.0185,0.0644,0.0914,0.0468,0.0019,0.0023,2.5441,0.0
Jammu & Kashmir,Kathua,3745,526,4271,53,124,5,216,221,361,235,8,0,8,59,12,840,168,0.0142,0.0331,0.0964,0.0628,0.0021,0.0158,3.2043,1.697
Jammu & Kashmir,Kishtwar,1162,214,1376,15,26,1,65,66,156,114,8,0,8,47,0,240,24,0.0129,0.0224,0.1343,0.0981,0.0069,0.0404,0.0,0.6154
Jammu & Kashmir,Kulgam,2170,927,3097,49,138,14,378,392,572,52,0,0,0,0,0,215,32,0.0226,0.0636,0.2636,0.024,0.0,0.0,0.0,32.0
Jammu & Kashmir,Kupwara,2024,459,2483,39,96,3,205,208,557,116,0,0,0,0,0,183,24,0.0193,0.0474,0.2752,0.0573,0.0,0.0,0.0,1.0
Jammu & Kashmir,Poonch,2956,274,3230,56,81,6,93,99,404,225,0,0,0,44,8,453,96,0.0189,0.0274,0.1367,0.0761,0.0,0.0149,2.7064,1.3333
Jammu & Kashmir,Pulwama,1390,482,1872,14,71,1,222,223,225,57,0,0,0,16,0,146,32,0.0101,0.0511,0.1619,0.041,0.0,0.0115,0.0,2.2857
Jammu & Kashmir,Railways Jammu,38,81,119,1,6,0,47,47,4,5,0,0,0,0,0,21,0,0.0263,0.1579,0.1053,0.1316,0.0,0.0,0.0,0.0
Jammu & Kashmir,Railways Kashmir,22,12,34,0,2,0,9,9,0,0,0,0,0,0,0,0,0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Railways Katra,37,8,45,0,5,0,6,6,0,0,0,0,0,0,0,0,0,0.0,0.1351,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Rajouri,4500,843,5343,95,114,3,132,135,798,363,8,4,12,46,30,647,92,0.0211,0.0253,0.1773,0.0807,0.0027,0.0102,6.6667,0.8598
Jammu & Kashmir,Ramban,2968,294,3262,26,59,2,152,154,243,154,4,0,4,0,6,189,48,0.0088,0.0199,0.0819,0.0519,0.0013,0.0,2.0216,8.0
Jammu & Kashmir,Reasi,2387,421,2808,29,70,3,181,184,264,301,0,0,0,17,0,585,120,0.0121,0.0293,0.1106,0.1261,0.0,0.0071,0.0,2.4
Jammu & Kashmir,Samba,2897,333,3230,43,174,13,158,171,236,181,0,0,0,4,0,462,0,0.0148,0.0601,0.0815,0.0625,0.0,0.0014,0.0,0.0
Jammu & Kashmir,Shopian,1153,303,1456,59,92,2,182,184,253,20,0,0,0,0,0,145,52,0.0512,0.0798,0.2194,0.0173,0.0,0.0,0.0,52.0
Jammu & Kashmir,Sopore,1453,410,1863,26,98,24,177,201,360,130,0,0,0,127,6,177,0,0.0179,0.0674,0.2478,0.0895,0.0,0.0874,4.1294,0.0
Jammu & Kashmir,Special Crime Wing Jammu,44,15,59,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2273,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Special Crime Wing Kashmir,8,6,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Srinagar,6085,962,7047,159,466,2,293,295,1115,64,0,0,0,0,8,784,112,0.0261,0.0766,0.1832,0.0105,0.0,0.0,1.3147,112.0
Jammu & Kashmir,Udhampur,3881,687,4568,35,110,1,321,322,311,166,20,0,20,97,16,785,104,0.009,0.0283,0.0801,0.0428,0.0052,0.025,4.1226,2.3636
Jharkhand,Bokaro,12392,1325,13717,285,1048,12,116,128,714,35,164,0,164,15,235,0,0,0.023,0.0846,0.0576,0.0028,0.0132,0.0012,18.9638,0.0
Jharkhand,Chaibasa,2691,959,3650,193,225,24,78,102,383,154,16,20,36,0,60,518,236,0.0717,0.0836,0.1423,0.0572,0.0134,0.0,22.2965,47.2
Jharkhand,Chatra,5109,1827,6936,232,411,32,319,351,680,247,137,5,142,0,124,231,48,0.0454,0.0804,0.1331,0.0483,0.0278,0.0,24.2709,1.5
Jharkhand,Deoghar,8443,2502,10945,308,785,82,182,264,958,352,88,20,108,0,720,192,48,0.0365,0.093,0.1135,0.0417,0.0128,0.0,85.2777,48.0
Jharkhand,Dhanbad,14342,3693,18035,332,1699,110,186,296,1670,372,208,44,252,0,369,1122,216,0.0231,0.1185,0.1164,0.0259,0.0176,0.0,25.7286,54.0
Jharkhand,Dhanbad Railway,2794,117,2911,4,622,10,28,38,6,60,4,0,4,0,0,27,0,0.0014,0.2226,0.0021,0.0215,0.0014,0.0,0.0,0.0
Jharkhand,Dumka,4003,971,4974,199,343,32,43,75,617,306,48,44,92,0,72,218,80,0.0497,0.0857,0.1541,0.0764,0.023,0.0,17.9865,16.0
Jharkhand,Garhwa,7112,2861,9973,438,468,58,196,254,1395,500,252,88,340,0,194,572,200,0.0616,0.0658,0.1961,0.0703,0.0478,0.0,27.2778,200.0
Jharkhand,Giridih,10732,1215,11947,789,947,12,70,82,1390,620,204,48,252,0,184,93,72,0.0735,0.0882,0.1295,0.0578,0.0235,0.0,17.145,1.4694
Jharkhand,Godda,4524,1398,5922,234,446,48,184,232,1025,188,84,37,121,0,132,52,52,0.0517,0.0986,0.2266,0.0416,0.0267,0.0,29.1777,8.6667
Jharkhand,Gumla,3276,1221,4497,188,283,54,130,184,481,232,12,12,24,81,46,513,120,0.0574,0.0864,0.1468,0.0708,0.0073,0.0247,14.0415,2.4
Jharkhand,Hazaribagh,12363,2570,14933,449,1061,40,305,345,1281,243,274,40,314,87,190,596,188,0.0363,0.0858,0.1036,0.0197,0.0254,0.007,15.3684,10.4444
Jharkhand,Jamshedpur,12664,3093,15757,269,1306,90,286,376,1623,232,72,92,164,0,1016,1716,408,0.0212,0.1031,0.1282,0.0183,0.013,0.0,80.2274,408.0
Jharkhand,Jamshedpur Railway,1014,137,1151,2,208,4,69,73,17,4,0,4,4,6,24,36,0,0.002,0.2051,0.0168,0.0039,0.0039,0.0059,23.6686,0.0
Jharkhand,Jamtara,2819,751,3570,151,195,12,84,96,463,158,32,12,44,0,311,204,48,0.0536,0.0692,0.1642,0.056,0.0156,0.0,110.3228,48.0
Jharkhand,Khunti,1440,815,2255,67,123,28,198,226,195,98,0,12,12,0,32,151,148,0.0465,0.0854,0.1354,0.0681,0.0083,0.0,22.2222,11.3846
Jharkhand,Koderma,3362,1268,4630,73,268,18,99,117,507,246,184,0,184,0,0,0,0,0.0217,0.0797,0.1508,0.0732,0.0547,0.0,0.0,0.0
Jharkhand,Latehar,2574,977,3551,156,213,26,100,126,541,144,35,34,69,0,56,88,40,0.0606,0.0828,0.2102,0.0559,0.0268,0.0,21.756,5.0
Jharkhand,Lohardagga,3062,406,3468,125,236,15,45,60,241,0,0,12,12,0,0,100,100,0.0408,0.0771,0.0787,0.0,0.0039,0.0,0.0,100.0
Jharkhand,Pakur,2937,487,3424,227,207,10,21,31,451,68,24,60,84,0,40,56,56,0.0773,0.0705,0.1536,0.0232,0.0286,0.0,13.6193,56.0
Jharkhand,Palamu,9205,2734,11939,565,812,132,161,293,1824,798,301,64,365,0,179,443,200,0.0614,0.0882,0.1982,0.0867,0.0397,0.0,19.446,1.5504
Jharkhand,Ramgarh,3886,989,4875,167,334,40,117,157,661,96,33,29,62,0,47,36,24,0.043,0.0859,0.1701,0.0247,0.016,0.0,12.0947,24.0
Jharkhand,Ranchi,26488,5557,32045,855,3219,90,584,674,1872,292,68,372,440,85,1384,27,24,0.0323,0.1215,0.0707,0.011,0.0166,0.0032,52.2501,24.0
Jharkhand,Sahebganj,4622,1824,6446,390,318,48,108,156,997,293,0,0,0,0,200,0,0,0.0844,0.0688,0.2157,0.0634,0.0,0.0,43.2713,0.0
Jharkhand,Saraikela,4470,1416,5886,172,537,64,108,172,496,187,44,0,44,0,115,0,0,0.0385,0.1201,0.111,0.0418,0.0098,0.0,25.7271,0.0
Jharkhand,Simdega,1871,653,2524,113,93,18,77,95,419,112,0,4,4,0,60,389,68,0.0604,0.0497,0.2239,0.0599,0.0021,0.0,32.0684,68.0
Karnataka,Bagalkot,7890,2784,10674,194,498,4,256,260,1128,608,213,36,249,115,188,1241,188,0.0246,0.0631,0.143,0.0771,0.0316,0.0146,23.8276,1.7407
Karnataka,Ballari,7228,4188,11416,130,536,1,523,524,1056,583,111,45,156,68,472,779,68,0.018,0.0742,0.1461,0.0807,0.0216,0.0094,65.3016,0.7158
Karnataka,Belagavi City,6000,1232,7232,151,503,4,215,219,742,469,122,22,144,26,406,871,88,0.0252,0.0838,0.1237,0.0782,0.024,0.0043,67.6667,1.0864
Karnataka,Belagavi District,15500,5477,20977,392,764,6,797,803,2049,1038,356,78,434,102,260,2054,272,0.0253,0.0493,0.1322,0.067,0.028,0.0066,16.7742,1.6
Karnataka,Bengaluru City,120781,69024,189805,1021,13931,120,1658,1778,15854,8786,1190,101,1291,1072,70285,19156,1768,0.0085,0.1153,0.1313,0.0727,0.0107,0.0089,581.921,0.7694
Karnataka,Bengaluru District,27590,4890,32480,334,2585,9,473,482,2928,2083,458,26,484,179,3371,4608,444,0.0121,0.0937,0.1061,0.0755,0.0175,0.0065,122.1819,0.75
Karnataka,Bidar,10576,2648,13224,174,485,3,379,382,1037,728,147,17,164,85,164,1053,108,0.0165,0.0459,0.0981,0.0688,0.0155,0.008,15.5068,0.766
Karnataka,Chamarajnagar,7042,2237,9279,125,301,16,481,497,1240,631,121,35,156,102,96,1399,196,0.0178,0.0427,0.1761,0.0896,0.0222,0.0145,13.6325,3.3793
Karnataka,Chikkaballapura,9297,3561,12858,103,548,8,425,433,1612,1301,176,87,263,96,754,2074,256,0.0111,0.0589,0.1734,0.1399,0.0283,0.0103,81.1014,1.8286
Karnataka,Chikkamagaluru,8841,3435,12276,100,383,26,1006,1032,1549,923,179,33,212,4,367,1337,128,0.0113,0.0433,0.1752,0.1044,0.024,0.0005,41.5111,0.8421
Karnataka,Chitradurga,14965,4166,19131,147,691,2,632,634,2521,1200,186,54,240,0,296,2912,224,0.0098,0.0462,0.1685,0.0802,0.016,0.0,19.7795,1.2444
Karnataka,Dakshina Kannada,5954,1007,6961,56,305,6,154,160,728,625,79,58,137,37,417,500,68,0.0094,0.0512,0.1223,0.105,0.023,0.0062,70.0369,1.3077
Karnataka,Davanagere,10779,4075,14854,255,748,0,805,805,2047,955,223,85,308,4,551,2803,232,0.0237,0.0694,0.1899,0.0886,0.0286,0.0004,51.1179,1.1262
Karnataka,Dharwad,3759,1648,5407,60,188,0,227,227,482,365,111,62,173,3,272,918,72,0.016,0.05,0.1282,0.0971,0.046,0.0008,72.3597,1.3585
Karnataka,Gadag,3820,2818,6638,135,268,0,376,376,540,357,126,42,168,80,268,817,100,0.0353,0.0702,0.1414,0.0935,0.044,0.0209,70.1571,1.6667
Karnataka,Hassan,17759,3424,21183,244,805,10,711,721,2315,1214,422,9,431,80,524,1814,224,0.0137,0.0453,0.1304,0.0684,0.0243,0.0045,29.5062,1.1979
Karnataka,Haveri,8732,3018,11750,120,713,4,240,244,1267,785,158,110,268,61,500,1770,84,0.0137,0.0817,0.1451,0.0899,0.0307,0.007,57.2607,0.8571
Karnataka,Hubballi Dharwad City,6315,3426,9741,151,441,10,790,800,1068,656,183,32,215,17,960,1440,168,0.0239,0.0698,0.1691,0.1039,0.034,0.0027,152.019,1.1831
Karnataka,Kalaburgi,9455,2787,12242,258,636,9,328,337,1203,834,281,31,312,23,132,722,116,0.0273,0.0673,0.1272,0.0882,0.033,0.0024,13.9609,0.7945
Karnataka,Kalaburgi City,6351,1721,8072,170,520,4,281,285,858,523,181,10,191,20,120,817,88,0.0268,0.0819,0.1351,0.0823,0.0301,0.0031,18.8947,0.7273
Karnataka,Kgf,2736,1062,3798,49,178,10,201,211,553,394,86,0,86,81,388,769,88,0.0179,0.0651,0.2021,0.144,0.0314,0.0296,141.8129,1.2571
Karnataka,Kodagu,5213,1572,6785,77,276,12,382,394,756,524,108,69,177,0,328,784,76,0.0148,0.0529,0.145,0.1005,0.034,0.0,62.9196,1.0556
Karnataka,Kolar,7827,1415,9242,123,376,11,198,209,1186,853,204,28,232,0,232,1784,176,0.0157,0.048,0.1515,0.109,0.0296,0.0,29.641,1.1
Karnataka,Koppal,6196,3075,9271,121,382,0,292,292,957,581,169,110,279,0,108,864,120,0.0195,0.0617,0.1545,0.0938,0.045,0.0,17.4306,1.5385
Karnataka,Krailways,3334,342,3676,22,754,2,199,201,63,51,8,0,8,0,0,147,12,0.0066,0.2262,0.0189,0.0153,0.0024,0.0,0.0,1.5
Karnataka,Mandya,15206,3507,18713,155,644,2,458,460,2056,1223,287,5,292,51,268,2201,236,0.0102,0.0424,0.1352,0.0804,0.0192,0.0034,17.6246,1.2553
Karnataka,Mangaluru City,7140,6010,13150,99,389,4,3356,3360,940,639,93,9,102,15,544,683,68,0.0139,0.0545,0.1317,0.0895,0.0143,0.0021,76.1905,0.701
Karnataka,Mysuru City,8598,1903,10501,94,645,3,147,150,1218,623,92,22,114,26,1037,1482,144,0.0109,0.075,0.1417,0.0725,0.0133,0.003,120.6094,1.1707
Karnataka,Mysuru District,17155,2223,19378,211,847,1,364,365,2017,1096,143,48,191,53,184,2635,220,0.0123,0.0494,0.1176,0.0639,0.0111,0.0031,10.7257,1.1458
Karnataka,Raichur,10111,4411,14522,342,790,0,418,418,1698,615,215,107,322,157,84,960,96,0.0338,0.0781,0.1679,0.0608,0.0318,0.0155,8.3078,1.3714
Karnataka,Ramanagara,14275,2462,16737,160,849,6,262,268,1786,1141,229,4,233,0,946,2520,276,0.0112,0.0595,0.1251,0.0799,0.0163,0.0,66.2697,1.2321
Karnataka,Shimoga,16029,5874,21903,340,857,23,1518,1541,2754,1656,487,16,503,56,491,2682,240,0.0212,0.0535,0.1718,0.1033,0.0314,0.0035,30.632,1.1881
Karnataka,Tumakuru,22529,5704,28233,249,1237,6,841,847,2886,1910,439,99,538,71,1288,3408,300,0.0111,0.0549,0.1281,0.0848,0.0239,0.0032,57.1708,1.0033
Karnataka,Udupi,8970,2068,11038,70,577,10,412,422,819,461,183,22,205,27,812,856,76,0.0078,0.0643,0.0913,0.0514,0.0229,0.003,90.524,1.2258
Karnataka,Uttara Kannada,8586,2832,11418,106,386,28,443,471,1458,795,167,38,205,56,384,1223,80,0.0123,0.045,0.1698,0.0926,0.0239,0.0065,44.724,0.5926
Karnataka,Vijayanagara,5896,3942,9838,98,361,1,588,589,1126,602,68,50,118,0,88,859,88,0.0166,0.0612,0.191,0.1021,0.02,0.0,14.9254,0.8544
Karnataka,Vijayapura,10767,4030,14797,234,609,18,551,569,1484,908,435,45,480,156,320,1670,320,0.0217,0.0566,0.1378,0.0843,0.0446,0.0145,29.7204,1.9512
Karnataka,Yadgiri,5670,2704,8374,180,284,4,298,302,983,442,222,52,274,91,76,437,8,0.0317,0.0501,0.1734,0.078,0.0483,0.016,13.4039,0.1212
Kerala,Alapuzha,32782,79567,112349,427,1533,3,15576,15579,3544,1580,420,21,441,119,737,3093,708,0.013,0.0468,0.1081,0.0482,0.0135,0.0036,22.4818,39.3333
Kerala,Crime Branch,2786,12,2798,3,739,0,0,0,4,4,0,0,0,0,7,9,0,0.0011,0.2653,0.0014,0.0014,0.0,0.0,2.5126,0.0
Kerala,Ernakulam Commr,31907,36860,68767,381,1607,5,10650,10655,2505,990,190,37,227,68,615,1650,300,0.0119,0.0504,0.0785,0.031,0.0071,0.0021,19.2748,15.0
Kerala,Ernakulam Rural,37884,83485,121369,381,1637,5,25407,25412,3560,1326,321,32,353,62,68,2431,412,0.0101,0.0432,0.094,0.035,0.0093,0.0016,1.795,13.7333
Kerala,Idukki,43603,41918,85521,198,613,12,12140,12152,1890,1062,311,96,407,35,192,1429,484,0.0045,0.0141,0.0433,0.0244,0.0093,0.0008,4.4034,32.2667
Kerala,Kannur City,12008,32299,44307,151,512,5,11703,11708,1346,530,29,10,39,34,355,897,276,0.0126,0.0426,0.1121,0.0441,0.0032,0.0028,29.5636,138.0
Kerala,Kannur Rural,8492,37772,46264,85,317,9,12794,12803,1072,499,64,42,106,14,176,772,268,0.01,0.0373,0.1262,0.0588,0.0125,0.0016,20.7254,10.3077
Kerala,Kasargod,12718,30099,42817,142,540,18,9592,9610,1344,906,17,42,59,63,183,816,192,0.0112,0.0425,0.1057,0.0712,0.0046,0.005,14.3891,12.8
Kerala,Kollam Commr,32097,44149,76246,480,838,6,7816,7822,2326,1051,194,0,194,109,506,2488,712,0.015,0.0261,0.0725,0.0327,0.006,0.0034,15.7647,44.5
Kerala,Kollam Rural,23480,53889,77369,221,640,11,6319,6330,2216,1037,260,14,274,41,222,2491,568,0.0094,0.0273,0.0944,0.0442,0.0117,0.0017,9.4549,189.3333
Kerala,Kottayam,30714,82612,113326,367,1121,6,15041,15047,2791,1237,343,70,413,74,249,2518,484,0.0119,0.0365,0.0909,0.0403,0.0134,0.0024,8.1071,32.2667
Kerala,Kozhikode Commr,32523,18166,50689,271,588,2,8035,8037,2136,937,100,9,109,127,331,1230,408,0.0083,0.0181,0.0657,0.0288,0.0034,0.0039,10.1774,15.1111
Kerala,Kozhikode Rural,19804,27110,46914,219,592,10,9045,9055,2921,1427,214,26,240,141,381,2363,692,0.0111,0.0299,0.1475,0.0721,0.0121,0.0071,19.2385,30.087
Kerala,Malappuram,28874,100102,128976,340,1439,34,24276,24310,4871,2339,299,30,329,134,1383,2870,968,0.0118,0.0498,0.1687,0.081,0.0114,0.0046,47.8978,46.0952
Kerala,Palakkad,27858,61096,88954,244,787,22,24308,24330,2545,1154,403,82,485,62,902,2279,632,0.0088,0.0283,0.0914,0.0414,0.0174,0.0022,32.3785,42.1333
Kerala,Pathanamthitta,23531,35847,59378,174,832,3,2698,2701,1778,1130,212,8,220,52,360,1612,400,0.0074,0.0354,0.0756,0.048,0.0093,0.0022,15.299,19.0476
Kerala,Railways,2118,13344,15462,11,387,0,624,624,259,53,0,0,0,11,0,45,0,0.0052,0.1827,0.1223,0.025,0.0,0.0052,0.0,0.0
Kerala,Thrissur Commr,27036,37590,64626,273,1233,1,6446,6447,2208,815,174,5,179,72,1095,1927,472,0.0101,0.0456,0.0817,0.0301,0.0066,0.0027,40.5016,47.2
Kerala,Thrissur Rural,21241,34711,55952,230,747,3,9539,9542,2169,1103,204,4,208,19,1147,980,248,0.0108,0.0352,0.1021,0.0519,0.0098,0.0009,53.9993,49.6
Kerala,Trivandrum Commr,58333,37731,96064,341,1510,9,8765,8774,2334,1007,269,0,269,30,1049,1461,396,0.0058,0.0259,0.04,0.0173,0.0046,0.0005,17.983,44.0
Kerala,Trivandrum Rural,63761,47915,111676,585,1098,5,10390,10395,3933,1734,684,12,696,42,246,2837,476,0.0092,0.0172,0.0617,0.0272,0.0109,0.0007,3.8582,23.8
Kerala,Wayanadu,7813,26898,34711,86,338,18,11704,11722,1530,938,100,116,216,157,80,1072,304,0.011,0.0433,0.1958,0.1201,0.0276,0.0201,10.2393,50.6667
Ladakh,Kargil,504,45,549,10,20,0,19,19,52,12,0,0,0,0,4,33,0,0.0198,0.0397,0.1032,0.0238,0.0,0.0,7.9365,0.0
Ladakh,Leh,973,220,1193,3,36,2,84,86,63,52,0,0,0,0,0,115,28,0.0031,0.037,0.0647,0.0534,0.0,0.0,0.0,3.1111
Lakshadweep,Lakshadweep,160,118,278,2,22,0,64,64,44,24,0,0,0,0,0,0,0,0.0125,0.1375,0.275,0.15,0.0,0.0,0.0,0.0
Madhya Pradesh,Agar,5823,2663,8486,35,139,75,672,747,450,369,356,28,384,28,0,955,184,0.006,0.0239,0.0773,0.0634,0.0659,0.0048,0.0,11.5
Madhya Pradesh,Alirajpur,6211,6857,13068,158,240,83,2073,2156,807,463,16,62,78,361,0,1999,616,0.0254,0.0386,0.1299,0.0745,0.0126,0.0581,0.0,4.7752
Madhya Pradesh,Anuppur,4928,4838,9766,81,400,15,1394,1409,1348,1239,153,288,441,88,33,2391,756,0.0164,0.0812,0.2735,0.2514,0.0895,0.0179,6.6964,2.3849
Madhya Pradesh,Ashok Nagar,8388,6555,14943,64,209,108,1677,1785,1349,1008,684,196,880,59,4,1995,552,0.0076,0.0249,0.1608,0.1202,0.1049,0.007,0.4769,3.1908
Madhya Pradesh,Balaghat,9398,8651,18049,103,291,89,2145,2234,1703,1503,240,242,482,64,0,4546,940,0.011,0.031,0.1812,0.1599,0.0513,0.0068,0.0,2.2542
Madhya Pradesh,Barwani,9264,11949,21213,99,365,109,3307,3416,1351,902,163,319,482,227,0,2988,948,0.0107,0.0394,0.1458,0.0974,0.052,0.0245,0.0,4.3091
Madhya Pradesh,Betul,13155,11457,24612,172,382,113,2812,2925,2253,1679,438,507,945,56,45,4837,1024,0.0131,0.029,0.1713,0.1276,0.0718,0.0043,3.4208,2.0398
Madhya Pradesh,Bhind,13515,3948,17463,180,539,272,847,1119,1372,1015,1069,0,1069,0,0,2673,828,0.0133,0.0399,0.1015,0.0751,0.0791,0.0,0.0,1.8039
Madhya Pradesh,Bhopal Commissionarate,41495,13365,54860,446,2879,544,2923,3467,5940,5149,409,47,456,1029,896,2652,2616,0.0107,0.0694,0.1431,0.1241,0.011,0.0248,21.593,1.4949
Madhya Pradesh,Bhopal Railway,26785,3,26788,12,6491,0,0,0,69,46,0,0,0,0,0,395,32,0.0004,0.2423,0.0026,0.0017,0.0,0.0,0.0,1.3333
Madhya Pradesh,Bhopal Rural,4715,2719,7434,57,138,52,653,705,733,610,275,61,336,54,0,259,256,0.0121,0.0293,0.1555,0.1294,0.0713,0.0115,0.0,1.3617
Madhya Pradesh,Burhanpur,4036,7264,11300,60,159,105,1783,1888,782,713,123,39,162,41,24,1822,448,0.0149,0.0394,0.1938,0.1767,0.0401,0.0102,5.9465,2.5169
Madhya Pradesh,Chhatarpur,18830,8210,27040,190,607,586,1822,2408,2682,2149,1086,176,1262,417,42,1200,1200,0.0101,0.0322,0.1424,0.1141,0.067,0.0221,2.2305,1.6216
Madhya Pradesh,Chhindwara,14333,13062,27395,145,418,97,3378,3475,2161,1908,669,683,1352,176,0,5595,1140,0.0101,0.0292,0.1508,0.1331,0.0943,0.0123,0.0,1.3333
Madhya Pradesh,Cyber Crime Cell,0,1083,1083,0,0,0,0,0,216,20,0,0,0,0,1445,0,0,0.0,0.0,216.0,20.0,0.0,0.0,1445000.0,0.0
Madhya Pradesh,Damoh,14109,9757,23866,77,368,119,2277,2396,1301,1195,104,30,134,137,18,0,0,0.0055,0.0261,0.0922,0.0847,0.0095,0.0097,1.2758,0.0
Madhya Pradesh,Datia,11935,9185,21120,112,278,470,2094,2564,1055,661,874,33,907,0,16,1495,388,0.0094,0.0233,0.0884,0.0554,0.076,0.0,1.3406,1.94
Madhya Pradesh,Dewas,21575,17481,39056,215,895,451,4498,4949,2564,1525,986,387,1373,326,0,4751,1232,0.01,0.0415,0.1188,0.0707,0.0636,0.0151,0.0,3.451
Madhya Pradesh,Dhar,23602,11152,34754,248,1090,517,2308,2825,3312,2827,304,397,701,754,39,7396,1948,0.0105,0.0462,0.1403,0.1198,0.0297,0.0319,1.6524,2.7868
Madhya Pradesh,Dindori,7378,4610,11988,87,155,16,1313,1329,1558,1186,72,284,356,47,3,2153,776,0.0118,0.021,0.2112,0.1607,0.0483,0.0064,0.4066,2.2959
Madhya Pradesh,Guna,14322,5598,19920,145,573,177,1253,1430,1461,791,1035,264,1299,132,39,3194,764,0.0101,0.04,0.102,0.0552,0.0907,0.0092,2.7231,2.0538
Madhya Pradesh,Gwalior,32931,8022,40953,392,2313,561,1584,2145,3949,2718,1908,112,2020,292,314,7414,1744,0.0119,0.0702,0.1199,0.0825,0.0613,0.0089,9.5351,2.4392
Madhya Pradesh,Harda,6510,3987,10497,54,155,60,974,1034,990,876,306,201,507,213,8,2308,412,0.0083,0.0238,0.1521,0.1346,0.0779,0.0327,1.2289,1.3333
Madhya Pradesh,Indore Commissionarate,43483,17441,60924,540,4323,632,6392,7024,6521,5219,120,31,151,432,187,15354,3444,0.0124,0.0994,0.15,0.12,0.0035,0.0099,4.3005,2.3834
Madhya Pradesh,Indore Railway,8174,244,8418,5,1961,14,58,72,40,21,0,8,8,0,8,128,8,0.0006,0.2399,0.0049,0.0026,0.001,0.0,0.9787,4.0
Madhya Pradesh,Indore Rural,15851,5435,21286,119,746,243,1240,1483,1980,1498,421,161,582,89,24,3882,1044,0.0075,0.0471,0.1249,0.0945,0.0367,0.0056,1.5141,2.7619
