cluster_id,violent_crime_ratio,property_crime_ratio,women_vulnerability_share,child_vulnerability_share,caste_atrocity_share,juvenile_delinquency_ratio,cyber_crime_intensity_per_1k,trafficking_vulnerability_proxy,total_ipc_crimes,total_crime_burden,contraband_enforcement_total
0,0.04615705882352941,0.07037294117647058,0.28249529411764707,0.18274470588235295,0.009479411764705882,0.0057488235294117646,16.34339705882353,11.111368235294119,4559.905882352941,5962.6882352941175,268.9647058823529
1,0.017590814558058925,0.05912305025996533,0.1368157712305026,0.07420727902946274,0.030763431542461004,0.01052998266897747,21.558458578856154,11.14173466204506,15993.4575389948,26366.48006932409,3528.7781629116116
2,0.011986928104575164,0.1474111111111111,0.04131699346405229,0.024834640522875817,0.010162091503267974,0.0041960784313725494,8.607805882352942,3.262121568627451,8178.614379084967,9816.43137254902,278.57516339869284
3,0.0024625,0.11097083333333334,14.6659,2.6816875000000002,0.007441666666666667,0.0,80163.84015833335,0.0,46.333333333333336,242.08333333333334,58.375
4,0.011085000000000001,0.0512425,0.09932250000000001,0.0520575,0.022742500000000002,0.008305,43.3814925,1163.0766675,15394.875,32687.5,5965.575
