state,district,sll_crime_against_women_related_acts_the_dowry_prohibition_act_1961,sll_the_immoral_traffic_prevention_act_1956,sll_the_protection_of_women_from_domestic_violence_act_2005,sll_the_indecent_representation_of_women_prohibition_act_2012,sll_crime_against_women_related_acts_total_col3_to_col6,sll_children_related_acts_the_protection_of_children_from_sexual_offences_act_2012,sll_the_juvenile_justice_care_and_protection_of_children_act_2000_2015,sll_the_prohibition_of_child_marriage_act_2006,sll_the_pre_natal_diagnostic_techniques_reg_and_prev_of_misuse_act_1994,sll_the_child_labour_prohibition_regulation_act_1986,sll_the_medical_termination_of_pregnancy_act_1971,sll_children_related_acts_total_col8_to_col13,sll_schedule_castes_and_scheduled_tribes_related_acts_the_scst_prevention_of_atrocities_act_1989_against_scs,sll_the_scst_prevention_of_atrocities_act_19892015_against_sts,sll_the_protection_of_civil_rights_act_1955_against_scs,sll_the_protection_of_civil_rights_act_1955_against_sts,sll_scheduled_castes_and_scheduled_tribes_related_acts_total_col15_to_col18,sll_offences_against_state_related_acts_the_prevention_of_damage_to_public_property_act_1984,sll_the_unlawful_activities_p_act_1967,sll_the_official_secrets_act_1923,sll_offences_against_state_related_acts_total_col20_to_col22,sll_armsexplosive_related_acts_the_arms_act_1959_the_arms_act_1959_total,sll_fire_arms_col26_col27,sll_a_legal_licensed_arms,sll_b_illegal_unlicensed_arms,sll_other_arms,sll_the_explosives_act_1984,sll_the_explosive_substances_act_1884_1908,sll_arms_explosive_related_acts_total_col242930,sll_information_technologyintellectual_property_related_acts_the_information_technology_act_2000,sll_the_copy_right_act_1957,sll_the_trade_marks_act_1999,sll_information_technology_intellectual_property_related_acts_total_col32_to_col34,sll_finance_economic_acts_the_lotteries_regulation_act_1998,sll_the_chit_funds_acts_1982,sll_the_negotiable_instruments_act_1881,sll_the_benami_transaction_prohibition_act_1988_2016,sll_the_mines_and_minerals_development_and_regulation_act_1957,sll_prevention_of_corruption_act_1988,sll_finance_economic_acts_total_col36_to_col41,sll_liquor_narcotic_drugs_related_acts_prohibition_act_state,sll_the_excise_act_1944,sll_the_narcotic_drugs_psychotropic_substances_act_1985_the_ndps_act_1985_total_col45_col46_col47,sll_a_possession_of_drugs_for_personal_useconsumption,sll_b_possession_of_drugs_for_trafficking,sll_liquor_narcotic_drugs_related_acts_total_col43_to_45,sll_environment_pollution_related_acts_the_forest_act_1927_the_forest_conservation_act_1980,sll_the_wildlife_protection_act_1972,sll_the_environmental_protection_act_1986,sll_the_air_the_water_prevention_control_of_pollution_act,sll_the_cigarette_and_other_tobacco_products_act_2003,sll_noise_pollution_acts,sll_the_national_green_tribunal_act_2010,sll_environment_pollution_related_acts_total_col49_to_col55,sll_foreigner_passport_related_acts_the_registration_of_foreigners_act1939_the_foreigners_act_1946,sll_the_passport_act_1967,sll_the_emigration_act_1983,sll_the_citizenship_act_1955,sll_foreigner_passport_related_acts_total_col57_to_col60,sll_railways_related_acts_the_indian_railways_act_1989,sll_the_railway_property_unlawful_possession_act_1966,sll_railways_related_acts_total_col62col63,sll_telegraph_cinematograph_acts_the_indian_telegraph_act_1988,sll_the_telegraph_wire_unlawful_possession_act_1950,sll_the_cinematograph_act_1952,sll_the_cable_television_networks_regulation_act_1955,sll_telegraph_cinematograph_acts_total_col65_to_col68,sll_food_drugs_and_essential_commodities_acts_the_essential_commodities_act_1955,sll_the_prevention_of_food_adulteration_act_1954,sll_the_food_safety_standards_act_2006,sll_food_drugs_and_essential_commodities_acts_total_col70_to_col72,sll_other_regulatory_enforcement_acts_macoca_control_of_organised_crimes,sll_the_gambling_act,sll_the_electricity_act_2003,sll_the_antiques_and_art_treasures_act_1972,sll_the_representation_of_the_people_act_1951,sll_the_bonded_labour_system_abolition_act_the_bonded_labour_system_abolition_act_1976_total_col79_col80_col81_col82,sll_a_against_sc,sll_b_against_st,sll_c_against_others,sll_the_prevention_of_insults_to_national_honour_act_1971,sll_defacement_of_public_property_acts,sll_the_transplantation_of_human_organs_act_1994,sll_transgender_persons_protection_of_rights_act,sll_rights_of_persons_with_disabilities_act,sll_prevention_of_cruelty_to_animals_act,sll_the_mental_health_act_1987,sll_motor_vehicle_act,sll_citytown_police_acts,sll_other_state_local_acts,sll_other_regulatory_enforcement_acts_total_col74_to_79_col83_to_92,sll_other_sll_crimes,sll_total_cognizable_sll_crimes
Assam,Baksa,2,0,0,0,2,45,3,12,0,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,17,44,43,1,61,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,7,178
Assam,Bongaigaon,0,0,0,0,0,118,0,9,0,2,0,129,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,14,0,0,14,0,0,0,0,0,2,2,0,0,75,40,35,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,270
Assam,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Assam,Cachar,17,0,0,0,17,111,0,12,0,0,0,123,0,0,0,0,0,12,1,0,13,3,0,0,0,3,0,3,6,18,0,0,18,0,0,0,0,0,0,0,0,7,113,0,113,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,311
Assam,Chirang,0,0,0,0,0,73,1,5,0,0,0,79,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,2,6,0,0,6,0,0,0,0,0,0,0,0,4,44,5,39,48,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,0,152
Assam,Darrang,2,7,0,0,9,122,0,19,0,4,0,145,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,13,0,0,13,1,0,0,0,0,0,1,0,0,51,22,29,51,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,18,50,5,284
Assam,Dhemaji,1,1,0,0,2,43,0,23,0,0,0,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,12,57,25,32,69,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,151
Assam,Dhubri,2,4,0,0,6,276,14,27,0,2,0,319,1,0,0,0,1,5,1,0,6,11,0,0,0,11,0,0,11,12,0,0,12,1,0,0,0,0,0,1,0,1,184,45,139,185,1,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,57,3,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,148,12,707
Assam,Dibrugarh,14,0,0,0,14,97,8,35,0,5,0,145,0,0,0,0,0,31,5,0,36,4,4,0,4,0,0,0,4,9,0,0,9,0,0,0,0,0,0,0,0,1,104,58,46,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,18,34,366
Assam,Grp,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,4,169,0,169,173,0,1,0,0,2,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
Assam,Goalpara,3,2,0,0,5,74,3,16,0,2,0,95,0,0,0,0,0,2,0,0,2,2,2,0,2,0,1,0,3,13,0,0,13,0,0,0,0,0,0,0,3,0,61,49,12,64,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,19,1,206
Assam,Golaghat,5,1,0,0,6,72,2,4,0,3,0,81,1,0,0,0,1,8,6,0,14,8,0,0,0,8,0,0,8,7,0,0,7,0,0,0,0,0,0,0,0,2,44,2,42,46,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,13,187
Assam,Guwahati City,11,3,0,0,14,194,17,11,0,23,0,245,0,0,0,0,0,6,3,0,9,6,6,0,6,0,0,2,8,45,8,1,54,0,19,0,0,0,0,19,0,4,365,365,0,369,6,0,0,0,0,0,0,6,7,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,43,2,0,0,0,0,0,0,1,0,0,0,3,17,0,1,0,0,67,50,855
Assam,Hailakandi,0,0,0,0,0,75,1,10,0,5,0,91,0,0,0,0,0,6,2,0,8,4,0,0,0,4,0,1,5,3,0,0,3,0,0,0,0,0,3,3,0,5,33,11,22,38,2,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,8,12,173
Assam,Hamren,0,0,0,0,0,10,0,2,0,0,0,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,3,36
Assam,Jorhat,0,0,0,0,0,83,4,11,0,1,0,99,1,1,0,0,2,2,3,0,5,3,3,0,3,0,0,0,3,10,3,0,13,0,0,0,0,0,0,0,0,2,71,14,57,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,24,9,228
Assam,Kamrup,29,0,0,0,29,127,8,37,0,3,0,175,0,0,0,0,0,7,2,0,9,4,0,0,0,4,0,0,4,23,0,0,23,0,0,0,0,0,0,0,0,13,128,29,99,141,2,0,0,0,1,0,0,3,0,1,0,0,1,1,0,1,0,0,0,0,0,5,0,0,5,0,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,437
Assam,Karbi Anglong,0,0,0,0,0,48,1,1,0,0,0,50,0,0,0,0,0,1,0,0,1,15,15,0,15,0,0,1,16,14,0,0,14,0,0,0,0,0,0,0,0,10,119,0,119,129,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,14,229
Assam,Karimganj,0,0,0,0,0,58,1,28,0,0,0,87,0,0,0,0,0,7,0,0,7,2,2,0,2,0,0,0,2,23,0,0,23,0,0,0,0,0,0,0,0,4,127,7,120,131,1,0,0,0,0,0,0,1,3,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21,52,333
Assam,Kokrajhar,5,0,0,0,5,70,1,15,0,3,0,89,0,0,0,0,0,0,2,0,2,6,6,0,6,0,0,0,6,12,0,0,12,0,0,0,0,0,0,0,0,5,29,11,18,34,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,54,0,2,0,0,63,14,233
Assam,Lakhimpur,0,0,0,0,0,108,4,17,0,0,0,129,0,0,0,0,0,4,3,0,7,1,1,0,1,0,0,1,2,10,0,0,10,0,0,0,0,0,0,0,0,6,90,14,76,96,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,12,274
Assam,Morigaon,2,0,0,0,2,133,3,2,0,8,0,146,0,1,0,0,1,0,1,0,1,3,0,0,0,3,0,0,3,12,0,12,24,0,0,0,0,0,0,0,0,1,167,59,108,168,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,22,4,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,31,7,387
Assam,Dima Hasao,0,0,0,0,0,6,0,1,0,3,0,10,0,4,0,0,4,2,4,0,6,7,7,0,7,0,0,0,7,4,0,0,4,0,0,0,0,0,0,0,8,0,47,18,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,91
Assam,Nagaon,3,6,0,0,9,150,4,20,0,7,0,181,0,0,0,0,0,0,0,0,0,13,13,0,13,0,0,0,13,16,2,0,18,0,0,0,0,0,0,0,0,1,308,69,239,309,0,3,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,46,655
Assam,Nalbari,10,1,0,0,11,52,2,8,0,0,0,62,0,0,0,0,0,1,1,0,2,3,0,0,0,3,1,0,4,19,0,0,19,0,0,0,0,0,0,0,0,0,54,17,37,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,211
Assam,Rpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,Sou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Assam,Stf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Assam,Sibsagar,0,0,0,0,0,56,1,3,0,4,0,64,0,0,0,0,0,2,6,0,8,4,4,1,3,0,0,1,5,6,0,0,6,0,0,0,0,0,0,0,0,2,30,2,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,9,3,127
Assam,Sonitpur,2,2,0,0,4,136,0,10,0,2,0,148,0,0,0,0,0,1,0,0,1,4,0,0,0,4,0,0,4,21,0,0,21,0,0,0,0,0,0,0,0,7,115,0,115,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,35,349
Assam,Tinsukia,0,1,0,0,1,79,5,11,0,3,0,98,1,0,0,0,1,25,3,0,28,7,0,0,0,7,0,0,7,3,1,0,4,0,0,0,0,4,0,4,0,3,152,140,12,155,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,14,12,326
Assam,Udalguri,5,0,0,0,5,46,1,3,0,5,0,55,0,0,0,0,0,2,1,0,3,6,6,0,6,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,1,48,0,48,49,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,3,0,10,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,17,3,147
Assam,Sadia,3,0,0,0,3,19,0,5,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,57
Assam,Majuli,0,0,0,0,0,17,1,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,7,41
Assam,Biswanath,0,0,0,0,0,81,1,1,0,2,0,85,0,0,0,0,0,1,0,0,1,2,2,0,2,0,0,0,2,9,0,0,9,0,0,0,0,0,0,0,0,28,56,56,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,14,202
Assam,Hojai,1,2,0,0,3,96,0,23,0,11,0,130,0,0,0,0,0,1,0,0,1,9,9,0,9,0,0,0,9,27,0,0,27,1,1,0,0,0,1,3,0,2,172,93,79,174,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,21,3,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,19,63,12,425
Assam,South Salmara,3,0,0,0,3,57,0,32,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,5,0,0,0,0,0,0,0,0,2,53,0,53,55,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,12,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,60,239
Assam,Charaideo,0,0,0,0,0,37,1,4,0,2,0,44,0,0,0,0,0,2,6,0,8,3,3,0,3,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,12,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,12,1,82
Assam,Bajali,0,0,0,0,0,19,0,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,2,0,2,0,0,12,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,57
Assam,Tamulpur,0,0,0,0,0,45,0,3,0,3,0,51,0,0,0,0,0,0,2,0,2,3,0,0,0,3,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,4,14,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,81
Bihar,Araria,119,2,0,0,121,42,0,2,0,13,0,57,0,0,0,0,0,0,0,0,0,53,53,0,53,0,2,0,55,0,2,0,2,0,0,0,0,18,0,18,908,0,254,254,0,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,5,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,39,1698
Bihar,Arwal,35,2,0,0,37,22,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,18,18,0,18,0,0,1,19,0,0,0,0,0,0,0,0,2,1,3,422,0,6,6,0,428,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,3,0,0,668,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,670,17,1203
Bihar,Aurangabad,123,2,0,0,125,98,0,0,0,16,0,114,0,0,0,0,0,0,13,0,13,65,65,0,65,0,2,0,67,0,0,0,0,5,0,0,0,233,0,238,1297,0,18,6,12,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,5,1397,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1424,38,3336
Bihar,Bagaha,36,0,0,0,36,31,0,1,0,1,0,33,0,0,0,0,0,0,0,0,0,12,12,0,12,0,0,0,12,21,0,0,21,0,0,0,0,56,0,56,799,0,14,1,13,813,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,88,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,100,9,1088
Bihar,Banka,51,0,0,0,51,99,0,0,0,23,0,122,0,0,0,0,0,0,0,0,0,85,85,0,85,0,3,0,88,1,0,1,2,0,0,0,0,241,0,241,818,0,10,0,10,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,12,1825
Bihar,Begusarai,91,2,0,0,93,35,0,1,0,25,0,61,0,0,0,0,0,0,0,0,0,225,225,0,225,0,2,0,227,15,0,0,15,0,0,0,0,20,0,20,1110,0,46,46,0,1156,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,0,0,18,0,3,359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,363,25,1979
Bihar,Bettiah,125,2,0,0,127,167,0,0,0,11,0,178,0,0,0,0,0,0,0,0,0,46,46,0,46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,2224,0,68,68,0,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,2,377,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,422,21,3092
Bihar,Kaimur(Bhabhua),46,0,0,0,46,38,0,0,0,17,0,55,0,0,0,0,0,0,0,0,0,44,44,0,44,0,0,0,44,0,0,0,0,0,0,0,0,29,0,29,695,0,58,58,0,753,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,13,1838
Bihar,Bhagalpur,123,3,0,0,126,128,0,5,0,7,0,140,0,0,0,0,0,0,0,0,0,116,116,0,116,0,0,14,130,0,0,0,0,0,0,0,0,0,0,0,1542,0,65,65,0,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,805,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,816,113,2941
Bihar,Bhojpur,93,0,0,0,93,48,0,0,0,15,0,63,0,0,0,0,0,0,0,0,0,162,162,0,162,0,0,0,162,0,0,0,0,0,0,0,0,404,0,404,2001,0,40,30,10,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,9,3569
Bihar,Buxar,79,0,0,0,79,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,73,73,0,73,0,0,2,75,0,0,0,0,0,0,0,0,0,0,0,883,0,26,26,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,6,1597
Bihar,Darbhanga,177,1,0,0,178,49,0,0,0,38,0,87,0,0,0,0,0,0,0,0,0,59,59,0,59,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,1975,0,27,27,0,2002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,407,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,410,25,2765
Bihar,Gaya,169,2,0,0,171,122,0,0,0,21,0,143,0,0,0,0,0,0,0,0,0,112,112,0,112,0,0,5,117,0,0,0,0,0,0,0,0,45,0,45,3214,0,113,113,0,3327,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,41,0,12,2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2722,62,6629
Bihar,Gopalganj,68,4,0,0,72,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,129,129,0,129,0,0,0,129,10,0,0,10,0,0,0,0,0,0,0,2434,0,70,70,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,10,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,3010
Bihar,Jamalpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,250,0,18,0,18,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,275
Bihar,Jamui,55,0,0,0,55,38,0,0,0,6,0,44,0,0,0,0,0,0,6,0,6,36,36,0,36,0,0,0,36,9,0,0,9,0,0,0,0,374,0,374,1095,0,10,10,0,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,1,491,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,584,23,2244
Bihar,Jehanabad,53,1,0,0,54,36,2,0,0,2,0,40,0,0,0,0,0,0,0,0,0,18,18,0,18,0,0,0,18,0,2,0,2,0,0,0,0,2,0,2,442,0,7,1,6,449,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,590,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,96,1254
Bihar,Katihar,93,0,0,0,93,51,0,0,0,17,0,68,0,0,0,0,0,0,0,0,0,113,113,0,113,0,0,2,115,0,0,0,0,0,0,0,0,0,0,0,1355,0,83,14,69,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,2,267,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,280,5,2013
Bihar,Katihar Railway,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,641,0,79,79,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723
