state,district,sc_scst_prevention_of_atrocities_act_1989_rw_ipcbns_cases_total,sc_scst_prevention_of_atrocities_act_1989_rw_ipcbns_cases_rape_sec_64_6870_71_bnssec376_ipc_rape_total_ab,sc_a_rape_of_women_above_18_years,sc_b_rape_of_children_children_below_18_yrs_64_6870_71_bns_or_section_46_of_pocso_or_pocso_46_rw_64_68rw_376_ipc_or_64_6870_71bns,sc_attempt_to_commit_rape_section_64_6870_71_rw_62_bnssection_376511_ipc,sc_assault_on_women_with_intent_to_outrage_her_modesty_section_74_bnssec354_ipc_assault_on_women_with_intent_to_outrage_her_modesty_total_ab,sc_a_assault_of_women_above_18_yrs,sc_bassault_of_children_bns_74_or_pocso_act_810_or_pocso_act_sec_810_rw_74_bns_children_below_18yrs,sc_sexual_harassment_section_75_bnssection_354a_ipc_sexual_harassment_total_ab,sc_a_sexual_harassment_of_women_above_18_yrs,sc_b_sexual_harassment_of_children_below_18_yrs_bns_75_or_pocso_sec_12_or_pocso_sec_12_rw_75_bns,sc_assault_or_use_of_criminal_force_to_women_with_intent_to_disrobe_section_76_bnssection_354b_ipc,sc_voyeurism_section_77_bnssection_354c_ipc,sc_stalking_section_78_bnssection_354d_ipc,sc_insult_to_the_modesty_of_women_section_79_bnssection_509_ipc,sc_kidnapping_or_abduction_or_inducing_of_girls_to_compel_for_marriage_section_87_bnssection_366_ipc,sc_procuration_of_children_section_96_bnssection_366a_ipc_procuration_of_children_total_ab,sc_a_procuration_of_girls,sc_b_procuration_of_boys,sc_murder_section_103_104_bns_section_302_ipc,sc_attempt_to_commit_murder_section_109_bnssection_307_ipc,sc_grievous_hurt_section_1172_11812121132125124etc_bns_grievous_hurt_total_abcd,sc_a_grievous_hurt_section_1172_bnssection_325_326_ipc,sc_b_acid_attack_section_1241_bnssection_326a_ipc,sc_c_attempt_to_acid_attack_section_1242_bnssection_326a_ipc,sc_d_other_hurt_or_grievous_hurt_sections_11812121132125124_etc_bnssecs_329331333335_ipc,sc_kidnapping_abduction_section_137_138_bnssection_363363a_364364a_365_366_366a_367_368_369_ipc_kidnapping_abduction_total,sc_ka_section_137_138_bnssection_363_ipc_total_abc,sc_a_missing_children_deemed_as_kidnapped,sc_b_children_kidnapped_section_137_138,sc_c_kidnapping_abduction_of_adults,sc_k_a_for_the_purpose_of_begging_section_139_bnssection_363a_ipc,sc_ka_in_order_to_murder_section_1401_bnssection_364_ipc,sc_kidnapping_for_ransom_etc_section_1402_bnssection_364a_ipc,sc_other_kidnapping_abduction_sec_14034_142_97_bnssec_365_366b_367_368_369_ipc,sc_rioting_sections_1901896189519121913_bnssections_147_151_ipc,sc_robbery_section_30943096_311_bnssection_392_to_394_397_398_ipc,sc_dacoity_section_3102_3103_311_bnssection_395396_397_398_ipc_total_ab,sc_a_dacoity_with_murder_section_3103311_bnssection_396_ipc,sc_b_dacoity_section_3102_bnssection_395396_397_398_ipc,sc_arson_section_326f_326g_3272_bnssection_435_436_438_ipc,sc_other_ipcbns_crimes,sc_sc_st_prevention_of_atrocities_act_only_without_ipcbns_sc_st_prevention_of_atrocities_act_only_without_ipcbns_total_abcde,sc_a_intentionally_insult_or_intimidate_with_intent_to_humiliate_section_3a_3e_3i_3r_3s,sc_b_occupydisposes_land_belongs_to_scsstssection_3f_3g,sc_c_prevent_or_deny_or_obstruct_usage_of_public_placepassage_water_bodytempleetc_section_3y_3za,sc_d_force_to_leave_place_of_residencesocial_boycott_section_3z_3zc,sc_e_other_offences_poa_act_without_ipcbns_only,sc_total_of_scst_prevention_of_atrocities_act_sum_with_ipcbns_without_ipcbns_crimes,sc_protection_of_civil_rights_act_1955,sc_total_crimeatrocities_against_scheduled_castes_ipcbnssll_crimes
Tamil Nadu,Nagapattinam,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,5
Tamil Nadu,Namakkal,46,5,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,3,3,0,0,0,0,49,0,49
Tamil Nadu,Nilgiris,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,10,0,10
Tamil Nadu,Perambalur,29,1,1,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,29,0,29
Tamil Nadu,Pudukottai,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,57,0,57
Tamil Nadu,Ramnathapuram,36,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,36,0,36
Tamil Nadu,Railway Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Railway Trichy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
Tamil Nadu,Salem,38,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,38,0,38
Tamil Nadu,Salem City,16,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,21,0,21
Tamil Nadu,Sivagangai,76,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,57,1,1,0,0,0,0,77,0,77
Tamil Nadu,Thanjavur,92,2,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,14,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,62,0,0,0,0,0,0,92,0,92
Tamil Nadu,Theni,90,9,0,9,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,68,1,0,0,0,0,1,91,0,91
Tamil Nadu,Thirunelveli,72,2,1,1,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,72,0,72
Tamil Nadu,Thirunelveli City,27,1,0,1,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,27,0,27
Tamil Nadu,Thiruvallur,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,17,0,17
Tamil Nadu,Thiruvannamalai,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,0,0,0,0,36,0,36
Tamil Nadu,Thiruvarur,28,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,28,0,28
Tamil Nadu,Thoothukudi,71,9,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,7,5,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,41,0,0,0,0,0,0,71,0,71
Tamil Nadu,Tiruppur,39,7,1,6,0,3,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,39,0,39
Tamil Nadu,Tiruppur City,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,9
Tamil Nadu,Trichy,59,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,44,1,0,0,0,0,1,60,0,60
Tamil Nadu,Trichy City,11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,11
Tamil Nadu,Vellore,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,0,0,0,18,0,18
Tamil Nadu,Villupuram,55,3,1,2,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,55,0,55
Tamil Nadu,Virudhunagar,82,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,82,0,82
Tamil Nadu,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Other Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Chengalpattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,0,7
Tamil Nadu,Kallakurichi,40,3,1,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,14,1,1,0,0,1,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,40,0,40
Tamil Nadu,Ranipet,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,3
Tamil Nadu,Tiruppattur,22,8,3,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,22,0,22
Tamil Nadu,Tenkasi,51,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0,0,51,0,51
Tamil Nadu,Mayiladuthurai,23,3,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,23,0,23
Tamil Nadu,Avadi,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,12,0,12
Tamil Nadu,Tambaram,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,11
Telangana,Cyberabad Commissionerate,157,45,28,17,0,4,4,0,0,0,0,1,0,1,1,0,0,0,0,2,3,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,98,29,29,0,0,0,0,186,0,186
Telangana,Hyderabad Commissionerate,142,55,29,26,0,3,3,0,1,1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,11,11,0,0,0,0,153,0,153
Telangana,Karimnagar Commissionerate,130,7,5,2,0,7,7,0,2,2,0,0,0,0,3,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,102,4,4,0,0,0,0,134,0,134
Telangana,Khammam Commissionerate,66,8,3,5,0,2,1,1,4,3,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,66,0,66
Telangana,Nizamabad Commissionerate,80,13,7,6,0,5,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0,0,0,80,0,80
Telangana,Rachakonda Commissionerate,238,56,29,27,0,16,10,6,1,0,1,0,0,10,6,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,138,5,0,0,0,0,5,243,0,243
Telangana,Ramagundam Commissionerate,129,7,3,4,0,3,3,0,1,1,0,0,0,3,1,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,129,0,129
Telangana,Siddipet Commissionerate,82,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,82,0,82
Telangana,Warangal Commissionerate,111,8,4,4,0,2,1,1,5,5,0,0,0,2,2,1,0,0,0,2,3,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,83,1,0,0,0,0,1,112,0,112
Telangana,Adilabad,26,3,0,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,26,0,26
Telangana,Bhadradri Kothagudem,53,8,3,5,0,1,1,0,1,1,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,0,0,53,0,53
Telangana,Jagityal,103,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,4,4,0,0,0,0,107,0,107
Telangana,Jayashankar Bhupalpalli,16,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,16,0,16
Telangana,Jogulamba Gadwal,42,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,42,0,42
Telangana,Kamareddy,36,5,2,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,2,0,0,0,0,38,0,38
Telangana,Kumaram Bheem Asifabad,22,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,22,0,22
Telangana,Mahabubabad,29,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,1,30,0,30
Telangana,Mahabubnagar,50,9,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,0,0,0,51,0,51
Telangana,Medak,40,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,40,1,41
Telangana,Nagarkurnool,67,16,9,7,0,4,3,1,1,1,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,67,0,67
Telangana,Nalgonda,70,17,5,12,0,3,2,1,1,0,1,0,1,0,1,0,0,0,0,4,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,37,1,0,0,0,0,1,71,0,71
Telangana,Nirmal,29,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,30,0,30
Telangana,Rajanna Siricilla,71,4,0,4,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,0,0,0,0,0,71,0,71
Telangana,Sangareddy,47,12,2,10,0,6,6,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,47,0,47
Telangana,Suryapet,48,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,48,0,48
Telangana,Vikarabad,42,8,5,3,0,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,42,0,42
Telangana,Wanaparthy,30,9,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,2,0,0,0,0,32,0,32
Telangana,Railway Police Secunderabad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Telangana,Mulug,10,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,10
Telangana,Narayanpet,29,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,29,0,29
Tripura,Dhalai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,Gomati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,Grp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,Kowai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,Sipahijala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,Unakoti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Agra,285,18,18,0,0,21,21,0,32,32,0,12,0,4,6,0,0,0,0,6,42,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,285,0,285
Uttar Pradesh,Aligarh,102,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,96,101,0,0,0,0,101,203,0,203
Uttar Pradesh,Prayagraj,411,13,13,0,0,0,0,0,2,2,0,10,0,0,0,7,0,0,0,4,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,333,0,0,0,0,0,0,411,0,411
Uttar Pradesh,Ambedkar Nagar,26,7,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,215,0,0,0,0,241,0,241
Uttar Pradesh,Amethi,223,12,12,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,92,83,0,0,9,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,223,0,223
Uttar Pradesh,Amroha,80,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,80,0,80
Uttar Pradesh,Auraiya,144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,68,1,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,144,0,144
Uttar Pradesh,Azamgarh,346,17,17,0,0,17,14,3,1,1,0,3,1,1,0,1,0,0,0,1,3,32,32,0,0,0,11,11,0,0,11,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,346,0,346
Uttar Pradesh,Badaun,150,12,12,0,0,0,0,0,25,25,0,0,0,0,0,1,0,0,0,4,0,11,11,0,0,0,2,2,0,1,1,0,0,0,0,8,0,0,0,0,0,87,0,0,0,0,0,0,150,0,150
Uttar Pradesh,Baghpat,52,1,1,0,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,42,0,0,0,0,0,0,52,0,52
Uttar Pradesh,Bahraich,211,25,8,17,0,22,17,5,0,0,0,0,0,0,0,14,0,0,0,3,1,32,32,0,0,0,17,17,0,7,10,0,0,0,0,0,0,0,0,0,0,97,108,108,0,0,0,0,319,0,319
Uttar Pradesh,Ballia,191,12,9,3,0,6,4,2,2,2,0,1,0,0,0,6,0,0,0,0,2,12,4,0,0,8,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,119,0,0,0,0,0,0,191,0,191
Uttar Pradesh,Balrampur,19,2,1,1,0,4,4,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,2,83,83,0,0,0,0,102,0,102
Uttar Pradesh,Banda,189,20,8,12,1,30,23,7,1,1,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,123,0,0,0,0,0,0,189,0,189
Uttar Pradesh,Barabanki,10,0,0,0,0,7,7,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,301,0,0,0,0,311,0,311
Uttar Pradesh,Bareilly,332,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,4,0,0,4,0,0,0,7,0,0,0,0,0,0,315,0,0,0,0,0,0,332,0,332
Uttar Pradesh,Basti,141,10,5,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,141,0,141
Uttar Pradesh,Bijnor,153,3,3,0,0,9,9,0,0,0,0,2,0,0,0,0,0,0,0,4,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,153,0,153
Uttar Pradesh,Bulandshahar,183,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,183,0,183
Uttar Pradesh,Chandoli,56,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,0,0,0,0,41,97,0,97
Uttar Pradesh,Chitrakoot,96,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,96,0,96
Uttar Pradesh,Deoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,158,158,0,158
Uttar Pradesh,Etah,122,5,5,0,0,0,0,0,3,3,0,6,0,0,0,13,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,122,0,122
Uttar Pradesh,Etawah,104,1,1,0,0,0,0,0,5,5,0,3,0,0,0,0,0,0,0,1,1,5,5,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,104,0,104
Uttar Pradesh,Ayodhya,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,188,188,0,0,0,0,192,0,192
Uttar Pradesh,Fatehgarh,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,0,0,0,0,0,42,0,42
Uttar Pradesh,Fatehpur,193,27,27,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,10,7,0,0,7,0,0,0,3,4,0,0,0,0,0,95,35,0,0,0,0,35,228,0,228
