state,district,child_rape_of_children_section_64_to_section_71_bns_section_376_ipc,child_attempt_to_commit_rape_section_64_6870_71_rw_sec_62_bns_sec_376_rw_511_ipc,child_assault_on_children_with_intent_to_outrage_her_modesty_section_74_bnssec_354_ipc,child_sexual_harassment_of_girls_section_75_bnssection_354a_ipc,child_assault_on_girls_with_intent_to_disrobe_section_76_bns_section_354b_ipc,child_voyeurism_section_77_bns_section_354c_ipc,child_stalking_section_78_bns_section_354d_ipc,child_insult_to_the_modesty_of_women_section_79_bnssection_509_ipc,child_kidnapping_or_abducting_or_inducing_of_girls_to_compel_her_for_marriage_section_87_bns_section_366_ipc,child_foeticide_section_91_bns_section_315_ipc,child_infanticide_section_92_bns_section_316_ipc,child_exposure_and_abandonment_section_93_94_bns_section_317_318_ipc,child_hiring_or_employing_or_engaging_child_to_commit_an_offence,child_procuration_of_children_section_96_bns_section_366a_ipc_procuration_of_children_total_ab,child_a_procuration_of_girls,child_b_procuration_of_boys,child_kidnapping_or_abducting_child_with_intent_to_steal_from_its_person_section_97_bnssection_369_ipc,child_selling_of_children_for_prostitution_section_98_bns_section_372_ipc_selling_of_children_for_prostitution_total_ab,child_a_girls,child_b_boys,child_buying_of_children_for_prostitution_section_99_bns_section_373_ipc_buying_of_children_for_prostitution_total_ab,child_murder_section_103104_bnssection_302_ipc_murder_total_ab,child_a_murder_with_rapepocso,child_b_other_murder,child_abetment_of_suicide_of_child_section_107108_bns_section_305306_ipc,child_attempt_to_commit_murder_section_109_bns_section_307_ipc,child_hurt_or_grievous_hurt_section_1172_11812121132125124etc_bns,child_kidnapping_and_abduction_of_children_section_137_138_bns_section_363_ipc_kidnapping_and_abduction_of_children_total,child_kidnapping_and_abduction_section_137_bnssection_363_ipc_kidnapping_and_abduction_ab,child_a_missing_children_deemed_as_kidnapped,child_b_kidnapping_abduction_of_children,child_kidnapping_and_abduction_for_the_purpose_of_begging_section_139_section_363a_ipc,child_kidnapping_and_abduction_in_order_to_murder_section_1401_bns_section_364_ipc,child_kidnapping_and_abduction_for_ransom_section_1402_bns_section_364a_ipc,child_importation_of_girl_or_boy_from_foreign_country_section_141_bns_section_366_b_ipc_importation_of_girl_or_boy_from_foreign_country_total_ab,child_a_importation_of_girls,child_b_importation_of_boys,child_other_kidnapping_abduction_sec_1403_1404_142_bns_section_365_367_368_ipc,child_otheripcbns_crimes,child_total_ipcbns_crimes_against_children,child_protection_of_children_from_sexual_offences_act_protection_of_children_from_sexual_offences_act_total,child_section_4_6_of_pocso_act_or_pocso_act_section_4_6_rw_section_376_ipc64_68_70_71_bns_section_4_6_of_pocso_act_total_ab,child_section_8_10_of_pocso_act_or_pocso_act_section_8_10_rw_section_354_ipc74_bns_section_8_10_of_pocso_act_total_ab,child_section_12_of_pocso_act_or_pocso_act_section_12_rw_section_509_ipc75_bns_section_12_of_pocso_act_or_pocso_acttotal_ab,child_section_14_15_of_pocso_act_section_14_15_of_pocso_act_total_ab,child_sections_17_to_22_of_pocso_act_sections_17_to_22_of_pocso_act_total_ab,child_juvenile_justice_care_and_protection_of_children_act_juvenile_justice_care_and_protection_of_children_act_total_ab,child_a_offences_by_care_takersin_charge_of_juvenile_homes,child_b_other_offences,child_immoral_traffic_prevention_act_immoral_traffic_prevention_act_total_abc,child_a_procuring_inducing_children_for_the_sake_of_prostitution,child_b_detaining_a_person_in_premises_where_prostitution_is_carried_on,child_c_other_ipt_acts,child_child_labour_prohibition_regulation_act,child_prohibition_of_child_marriage_act,child_transplantation_of_human_organs_act,child_cyber_crimesinformation_technology_act_cyber_crimesinformation_technology_act_total_ab,child_a_publishing_or_transmitting_of_material_depicting_children_in_sexually_explicit_act,child_b_other_cyber_crimes_against_children,child_other_sll_crimes,child_total_sll_crimes,child_total_crimes_against_children_ipcbns_sll_crimes
Madhya Pradesh,Shajapur,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,218,218,185,33,0,0,0,0,0,0,0,13,236,102,57,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,338
Madhya Pradesh,Sheopur,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9,57,57,57,0,0,0,0,0,0,0,0,84,154,31,21,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,185
Madhya Pradesh,Shivpuri,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,1,192,192,88,104,0,0,0,0,0,0,0,201,401,101,76,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,102,503
Madhya Pradesh,Sidhi,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,195,195,195,0,0,0,0,0,0,0,0,53,254,57,31,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,311
Madhya Pradesh,Sehore,0,0,0,0,0,0,0,0,68,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,63,63,0,0,0,0,0,0,0,0,35,171,193,117,55,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,364
Madhya Pradesh,Singrauli,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,216,216,215,1,0,0,0,0,0,0,0,74,313,136,94,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,449
Madhya Pradesh,Tikamgarh,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,5,1,4,2,2,2,125,125,0,125,0,0,0,0,0,0,0,69,219,94,67,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,313
Madhya Pradesh,Ujjain,0,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,4,292,290,106,184,0,0,1,0,0,0,1,256,563,129,102,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,692
Madhya Pradesh,Umaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,139,0,0,0,0,0,0,0,0,0,139,57,41,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,196
Madhya Pradesh,Vidisha,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,6,1,5,286,286,256,30,0,0,0,0,0,0,0,182,500,177,81,93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,677
Madhya Pradesh,Cyber Crime Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,5
Madhya Pradesh,Niwari,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,47,47,0,47,0,0,0,0,0,0,0,43,94,41,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,135
Madhya Pradesh,Bhopal Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,64,60,0,60,0,0,0,0,0,0,4,5,75,62,41,16,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,65,140
Madhya Pradesh,Indore Rural,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,184,182,179,3,0,0,0,0,0,0,2,2,199,133,97,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,134,333
Madhya Pradesh,Pandhurna,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,43,43,0,43,0,0,0,0,0,0,0,2,49,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,58
Madhya Pradesh,Maihar,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,157,157,157,0,0,0,0,0,0,0,0,2,164,53,33,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,217
Madhya Pradesh,Mauganj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,0,0,0,0,0,0,0,0,0,120,59,37,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,179
Maharashtra,Ahilyanagar,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,566,564,564,0,0,1,1,0,0,0,0,0,574,368,184,184,0,0,0,0,0,0,2,0,0,2,2,6,0,3,1,2,0,381,955
Maharashtra,Akola,0,0,0,4,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,2,0,2,1,1,19,143,143,87,56,0,0,0,0,0,0,0,27,207,180,72,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,387
Maharashtra,Amravati Commr,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,118,118,118,0,0,0,0,0,0,0,0,0,125,132,45,84,3,0,0,3,0,3,1,0,0,1,0,0,0,8,8,0,0,144,269
Maharashtra,Amravati Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,207,207,207,0,0,0,0,0,0,0,0,2,210,180,83,96,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,181,391
Maharashtra,Chhatrapati Sambhajinagar Commr,0,0,0,0,0,0,0,0,0,1,1,5,0,1,1,0,0,0,0,0,0,1,0,1,5,0,0,246,246,246,0,0,0,0,0,0,0,0,8,268,157,73,84,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,159,427
Maharashtra,Chhatrapati Sambhajinagar Rural,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,123,123,123,0,0,0,0,0,0,0,0,0,130,180,95,83,2,0,0,2,0,2,0,0,0,0,9,2,0,0,0,0,0,193,323
Maharashtra,Beed,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,178,174,172,2,0,0,1,0,0,0,3,25,215,171,91,80,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,13,192,407
Maharashtra,Bhandara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,76,76,76,0,0,0,0,0,0,0,0,13,93,84,52,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,85,178
Maharashtra,Buldhana,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,6,0,6,2,0,0,191,190,96,94,0,0,0,0,0,0,1,18,223,190,73,114,3,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,1,201,424
Maharashtra,Chandrapur,0,0,5,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,186,186,153,33,0,0,0,0,0,0,0,28,227,212,121,66,24,0,1,1,0,1,0,0,0,0,1,0,0,4,4,0,0,218,445
Maharashtra,Dhule,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,165,165,103,62,0,0,0,0,0,0,0,15,186,61,44,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62,248
Maharashtra,Gadchiroli,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,62,62,62,0,0,0,0,0,0,0,0,8,77,89,71,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,166
Maharashtra,Gondia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,131,131,131,0,0,0,0,0,0,0,0,3,137,104,80,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,241
Maharashtra,Hingoli,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,0,3,51,51,51,0,0,0,0,0,0,0,0,0,59,54,32,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,113
Maharashtra,Jalgaon,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,336,336,221,115,0,0,0,0,0,0,0,11,354,190,100,88,2,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,196,550
Maharashtra,Jalna,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,160,0,0,0,0,0,0,0,0,1,162,120,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,282
Maharashtra,Kolhapur,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,5,4,1,1,262,262,192,70,0,0,0,0,0,0,0,6,281,229,128,14,87,0,0,2,0,2,0,0,0,0,0,8,0,0,0,0,0,239,520
Maharashtra,Latur,0,0,1,2,0,0,0,0,5,0,0,1,0,7,5,2,0,0,0,0,0,5,0,5,5,2,0,209,209,0,209,0,0,0,0,0,0,0,4,241,107,62,45,0,0,0,2,1,1,0,0,0,0,0,2,0,4,3,1,0,115,356
Maharashtra,Mumbai Commr,0,0,0,0,0,0,0,0,1,3,0,15,0,2,2,0,0,0,1,0,0,9,1,8,1,3,18,1831,1830,1587,243,0,1,0,0,0,0,0,31,1914,1416,660,715,39,1,1,32,0,32,6,0,6,0,19,0,0,0,0,0,1,1474,3388
Maharashtra,Mumbai Railway,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,35,34,25,9,1,0,0,0,0,0,0,243,286,24,6,8,9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,311
Maharashtra,Nagpur Commr,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,502,500,0,500,2,0,0,0,0,0,0,170,687,276,142,131,0,3,0,9,1,8,0,0,0,0,0,0,0,1,1,0,4,290,977
Maharashtra,Nagpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7
Maharashtra,Nagpur Rural,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,190,186,183,3,0,0,0,0,0,0,4,23,220,157,88,14,55,0,0,5,2,3,0,0,0,0,1,0,0,0,0,0,0,163,383
Maharashtra,Nanded,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,1,3,3,4,0,224,224,224,0,0,0,0,0,0,0,0,0,241,185,103,77,2,3,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,190,431
Maharashtra,Nandurbar,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,3,1,0,0,80,78,41,37,0,1,1,0,0,0,0,0,88,56,33,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,57,145
Maharashtra,Nasik Commr,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,2,4,10,330,330,330,0,0,0,0,0,0,0,0,13,367,121,58,63,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,126,493
Maharashtra,Nasik Rural,0,0,1,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,5,0,3,528,484,124,360,0,0,7,0,0,0,37,2,556,251,144,97,10,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,1,258,814
Maharashtra,Navi Mumbai,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,4,6,0,454,454,176,278,0,0,0,0,0,0,0,21,489,174,93,73,8,0,0,4,0,4,0,0,0,0,2,0,0,0,0,0,0,180,669
Maharashtra,Dharashiv,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,1,0,6,123,122,77,45,0,0,0,0,0,0,1,10,147,75,37,36,1,0,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,80,227
Maharashtra,Palghar,0,0,1,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,160,158,123,35,0,0,2,0,0,0,0,15,188,31,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,220
Maharashtra,Parbhani,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,109,109,108,1,0,0,0,0,0,0,0,9,127,132,65,34,32,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,136,263
Maharashtra,Pune Commr,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,11,0,3,719,711,80,631,2,0,0,0,0,0,6,2,741,580,262,177,139,2,0,4,1,3,0,0,0,0,2,3,0,0,0,0,0,589,1330
Maharashtra,Pune Railway,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Maharashtra,Pune Rural,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,1,0,0,6,1,5,6,0,2,456,454,400,54,0,1,1,0,0,0,0,1,479,422,211,203,7,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,425,904
Maharashtra,Raigad,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,128,128,128,0,0,0,0,0,0,0,0,1,134,120,77,40,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,123,257
Maharashtra,Ratnagiri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,69,69,43,26,0,0,0,0,0,0,0,2,74,72,40,10,14,8,0,2,0,2,0,0,0,0,0,0,0,9,9,0,0,83,157
Maharashtra,Sangli,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,4,0,227,224,0,224,2,0,1,0,0,0,0,0,234,142,80,14,47,0,1,1,0,1,0,0,0,0,0,2,0,4,4,0,0,149,383
Maharashtra,Satara,2,0,8,5,0,0,0,0,2,0,1,2,0,2,2,0,0,0,0,0,0,3,0,3,2,6,25,178,178,89,89,0,0,0,0,0,0,0,72,308,225,123,56,45,1,0,2,0,2,0,0,0,0,0,3,0,0,0,0,2,232,540
Maharashtra,Sindhudurg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,29,29,18,11,0,0,0,0,0,0,0,13,45,42,32,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,43,88
Maharashtra,Solapur Commr,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,2,1,0,0,96,96,96,0,0,0,0,0,0,0,0,0,102,109,43,66,0,0,0,3,0,3,0,0,0,0,8,1,0,0,0,0,0,121,223
Maharashtra,Solapur Rural,3,0,0,0,0,0,0,0,6,1,0,1,0,1,1,0,0,0,0,0,0,3,0,3,3,0,0,262,260,130,130,0,0,2,0,0,0,0,0,280,242,142,100,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,247,527
Maharashtra,Thane Commr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,1,0,8,1152,1150,1150,0,0,1,1,0,0,0,0,33,1203,534,265,260,9,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,3,548,1751
Maharashtra,Thane Rural,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,172,172,122,50,0,0,0,0,0,0,0,2,189,123,69,51,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,126,315
Maharashtra,Wardha,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,149,63,86,0,0,0,0,0,0,0,0,152,114,62,51,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,116,268
Maharashtra,Washim,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,62,62,18,44,0,0,0,0,0,0,0,0,72,87,51,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,90,162
Maharashtra,Yavatmal,0,0,10,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,235,233,60,173,0,1,1,0,0,0,0,0,256,222,112,19,91,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,227,483
Maharashtra,Pimpri Chinchwad Commr,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,1,0,1,2,4,0,549,547,14,533,0,0,0,0,0,0,2,2,563,298,144,65,84,1,4,2,2,0,0,0,0,0,0,2,0,2,2,0,0,304,867
Maharashtra,Chhatrapati Sambhajinagar Railway,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,0,0,13,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
Maharashtra,Mira Bhayandar Vasai Virar Commr,2,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,0,1,1,1,0,0,0,0,0,0,1,473,473,473,0,0,0,0,0,0,0,0,4,491,385,199,142,40,2,2,2,0,2,0,0,0,0,1,0,0,2,1,1,0,390,881
Manipur,Bishnupur,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9
Manipur,Chandel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Manipur,Churachandpur,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
Manipur,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4
Manipur,Imphal East,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16
Manipur,Imphal West,0,0,3,0,0,1,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1,0,1,0,0,0,6,5,2,3,0,0,0,0,0,0,1,4,24,7,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,32
Manipur,Senapati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Manipur,Tamenglong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Manipur,Thoubal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,2,0,5,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11
Manipur,Ukhrul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
Manipur,Kakching,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
Manipur,Kamjong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Kangpokpi,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Manipur,Jiribam,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Manipur,Noney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Pherzawl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Tengnoupal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Manipur,Narcotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,Garo Hills East,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16
Meghalaya,Garo Hills North,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,5,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23
Meghalaya,Garo Hills South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15
