state,district,women_rape_sec_64_6870_71_bnssec376_ipc_rape_total_ab,women_a_women_18_years_and_above,women_b_girls_below_18_years,women_sexual_intercourse_by_employing_deceitful_means_sec_69_bns,women_murder_with_rapegang_rape_sec_103_rw_sec_64_6870_71_bns_sec_302_rw_376_ipc,women_attempt_to_commit_rape_sec_64_rw_62_bnssec376_rw_511_ipc_attempt_to_commit_rape_total_ab,women_assault_on_women_with_intent_to_outrage_her_modesty_sec_74_bnssec354_ipc_assault_on_women_with_intent_to_outrage_her_modesty_total_ab,women_sexual_harassment_sec_75_bnssec354a_ipc_sexual_harassment_total_ab,women_assault_or_use_of_criminal_force_with_intent_to_disrobe_sec_76_bnssec_354b_ipc_assault_or_use_of_criminal_force_with_intent_to_disrobe_total_ab,women_voyeurism_sec_77_bnssec_354c_ipc_voyeurism_total_ab,women_stalking_sec_78_bnssec_354d_ipc_stalking_total_ab,women_insult_to_the_modesty_of_women_sec_79_bnssec_509_ipc_insult_to_the_modesty_of_women_total_ab,women_dowry_deaths_sec_80_bns_sec_304b_ipc,women_cruelty_by_husband_or_his_relatives_sec_85_bnssec_498_a_ipc,women_kidnapping_or_abducting_or_inducing_women_to_compel_her_for_marriage_sec_87_bnssec_366_ipc_kidnapping_or_abducting_or_inducing_women_to_compel_her_for_marriage_total_ab,women_miscarriage_sec_88_to_90_bnssec_313_and_314_ipc,women_procuration_of_minor_girls_sec_96_bnssec_366a_ipc,women_selling_of_girls_for_prostitution_sec_98_bnssec_372_ipc,women_buying_of_girls_for_prostitution_sec_99_bnssec_373_ipc,women_abetment_to_suicides_of_women_us_107108_bnssec_305306_ipc,women_acid_attack_sec_1241_bnssec_326a_ipc,women_attempt_to_acid_attack_sec_1242_bnssec_326b_ipc,women_kidnapping_abduction_of_women_kidnapping_abduction_of_women_total_abcde,women_a_k_a_sec137_138_bnssec_363_ipc,women_kidnapping_abduction_of_women_b_k_a_in_order_to_murder_sec1401_bnssec_364_ipc,women_c_kidnapping_for_ransom_sec_1402_bnssec_364a_ipc,women_d_importation_of_girls_from_foreign_country_sec_141_bnssec_366_b_ipc,women_kidnapping_abduction_of_women_e_ka_of_women_others_sec_1403_1404142_bnssec_365_367_368_ipc,women_total_ipcbns_crimes_against_women,women_dowry_prohibition_act_1961,women_immoral_traffic_prevention_act_1956_women_victim_cases_only_immoral_traffic_prevention_act_total_abcde,women_a_procuring_inducing_children_for_the_sake_of_prostitution_sec_5,women_b_detaining_a_person_in_premises_where_prostitution_is_carried_onsec_6,women_immoral_traffic_prevention_act_1956_women_victim_cases_only_c_prostitution_in_or_in_the_vicinity_of_public_places_sec_7,women_d_seducing_or_soliciting_for_purpose_of_prostitution_sec_8,women_e_other_sections_under_itp_act,women_protection_of_women_from_domestic_violence_act_2005,women_cyber_crimesinformation_technology_act_women_centric_crimes_only_cyber_crimesinformation_technology_act_total_ab,women_a_publishing_or_transmitting_of_sexually_explicit_material_sec_67a67bgirls_it_act,women_b_other_women_centric_cyber_crimes_ex_blackmailingdefamationmorphingfake_profile,women_protection_of_children_from_sexual_violence_act_girl_child_victims_only_pocso_act_total_abcde,women_a_pocso_act_sec_4_6,women_b_pocso_act_sec_8_10,women_protection_of_children_from_sexual_violence_act_girl_child_victims_only_c_pocso_act_sec_12,women_d_pocso_act_sec_14_15,women_e_pocso_act_sec_17_22,women_indecent_representation_of_women_prohibition_act_1986,women_total_sll_crimes_against_women,women_total_crime_against_women_ipcbns_sll_crimes
Tamil Nadu,Madurai,15,2,0,0,0,6,19,19,0,3,2,0,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,93,5,4,0,0,4,0,0,0,3,3,0,180,149,25,4,2,0,0,192,285
Tamil Nadu,Madurai City,2,0,0,0,0,0,2,39,0,0,0,2,1,37,0,0,0,0,0,1,0,0,3,1,0,0,0,2,87,0,27,27,0,0,0,0,0,5,5,0,114,85,29,0,0,0,0,146,233
Tamil Nadu,Nagapattinam,6,1,0,0,0,0,18,5,2,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,37,0,1,0,0,0,0,1,0,1,1,0,82,63,15,4,0,0,0,84,121
Tamil Nadu,Namakkal,6,1,1,0,0,0,28,0,0,0,0,2,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,43,3,7,0,0,0,0,7,0,0,0,0,105,89,13,3,0,0,0,115,158
Tamil Nadu,Nilgiris,2,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,3,0,3,0,0,0,0,2,2,0,72,61,11,0,0,0,0,78,91
Tamil Nadu,Perambalur,3,0,0,0,0,2,68,3,0,0,1,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,93,1,0,0,0,0,0,0,0,2,2,0,147,111,29,6,0,1,0,150,243
Tamil Nadu,Pudukottai,1,0,0,0,0,1,18,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,2,0,0,2,0,0,37,2,3,0,0,0,0,3,0,0,0,0,93,75,16,1,0,1,0,98,135
Tamil Nadu,Ramnathapuram,3,0,1,0,0,0,31,0,2,3,3,0,0,10,1,0,0,0,0,6,0,0,11,11,0,0,0,0,70,6,4,0,0,4,0,0,0,0,0,0,131,100,24,0,7,0,0,141,211
Tamil Nadu,Railway Chennai,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,5
Tamil Nadu,Railway Trichy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,3,4
Tamil Nadu,Salem,6,5,3,0,0,0,46,0,0,0,0,0,0,2,8,0,0,0,0,2,0,0,0,0,0,0,0,0,64,0,2,0,0,2,0,0,0,0,0,0,168,131,31,5,0,1,0,170,234
Tamil Nadu,Salem City,4,1,6,0,0,0,25,0,0,0,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,8,8,0,0,0,0,0,0,0,0,75,56,18,1,0,0,0,85,127
Tamil Nadu,Sivagangai,5,0,0,1,1,1,18,4,1,1,3,0,0,9,0,0,0,0,0,3,0,0,2,0,0,0,0,2,49,2,4,0,0,0,0,4,3,4,1,3,99,72,16,4,1,6,0,112,161
Tamil Nadu,Thanjavur,10,3,0,0,0,0,121,9,2,1,3,5,0,45,3,0,0,0,0,12,0,0,2,1,0,0,0,1,213,2,7,0,7,0,0,0,0,3,3,0,167,127,30,10,0,0,0,179,392
Tamil Nadu,Theni,7,0,1,1,0,1,10,9,4,3,10,0,0,37,1,0,0,0,0,7,0,0,1,1,0,0,0,0,91,0,3,3,0,0,0,0,0,0,0,0,179,144,29,6,0,0,0,182,273
Tamil Nadu,Thirunelveli,15,1,3,0,0,1,20,51,1,3,2,0,0,13,4,0,0,0,0,0,0,0,3,0,0,0,0,3,113,1,3,0,3,0,0,0,0,5,5,0,229,185,33,11,0,0,0,238,351
Tamil Nadu,Thirunelveli City,2,1,0,4,0,0,5,6,1,1,6,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,5,4,0,1,0,0,0,0,0,0,54,30,14,10,0,0,0,60,105
Tamil Nadu,Thiruvallur,9,1,0,0,1,0,4,7,5,1,1,0,0,12,1,0,0,0,0,3,0,0,0,0,0,0,0,0,44,0,1,0,0,0,0,1,0,2,2,0,108,78,18,12,0,0,0,111,155
Tamil Nadu,Thiruvannamalai,13,0,0,0,0,1,10,8,6,2,4,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,59,3,0,0,0,0,0,0,0,0,0,0,209,165,25,18,0,1,0,212,271
Tamil Nadu,Thiruvarur,3,3,0,0,0,0,48,6,2,0,1,1,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,5,0,0,0,0,5,0,0,0,0,131,103,21,7,0,0,0,136,223
Tamil Nadu,Thoothukudi,15,2,0,1,0,4,63,23,8,2,2,4,0,10,2,0,0,0,0,4,0,0,4,1,0,0,0,3,142,4,12,12,0,0,0,0,0,3,3,0,175,140,27,7,1,0,0,194,336
Tamil Nadu,Tiruppur,11,3,2,0,0,0,12,2,0,0,1,0,0,7,5,0,0,0,0,6,0,0,2,1,0,0,0,1,46,3,26,0,0,0,0,26,0,1,1,0,155,113,23,19,0,0,0,185,231
Tamil Nadu,Tiruppur City,4,0,0,0,0,0,4,1,0,0,2,1,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17,1,34,0,34,0,0,0,0,0,0,0,78,55,17,5,0,1,0,113,130
Tamil Nadu,Trichy,19,1,1,0,0,1,50,3,0,2,0,8,0,41,2,0,0,0,0,3,0,0,3,3,0,0,0,0,132,1,5,0,0,0,0,5,0,27,14,13,144,125,15,4,0,0,2,179,311
Tamil Nadu,Trichy City,5,1,0,0,1,2,6,6,0,0,0,4,0,20,1,0,0,0,0,2,0,0,0,0,0,0,0,0,47,2,10,0,0,0,0,10,0,0,0,0,49,41,8,0,0,0,0,61,108
Tamil Nadu,Vellore,2,0,0,0,0,0,17,3,0,0,0,3,1,32,0,0,0,0,0,9,0,0,5,5,0,0,0,0,72,0,11,0,11,0,0,0,0,0,0,0,111,91,12,8,0,0,0,122,194
Tamil Nadu,Villupuram,16,3,3,0,0,0,6,0,0,0,0,0,1,21,6,0,0,0,0,6,0,0,0,0,0,0,0,0,56,0,5,0,0,0,0,5,0,0,0,0,247,201,33,13,0,0,0,252,308
Tamil Nadu,Virudhunagar,26,0,0,0,0,0,34,7,1,2,1,0,0,18,0,0,0,0,0,0,0,0,2,1,0,1,0,0,91,7,12,12,0,0,0,0,0,1,1,0,265,211,44,10,0,0,0,285,376
Tamil Nadu,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Other Units,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,3,4
Tamil Nadu,Chengalpattu,11,0,0,0,0,0,4,7,2,2,1,2,0,9,0,0,0,0,0,4,0,0,2,2,0,0,0,0,44,1,2,0,0,0,0,2,0,0,0,0,64,49,14,1,0,0,0,67,111
Tamil Nadu,Kallakurichi,10,12,0,0,0,0,47,0,0,0,0,2,0,20,12,0,0,0,0,0,0,0,1,1,0,0,0,0,92,8,5,0,0,0,0,5,0,0,0,0,161,138,20,3,0,0,0,174,266
Tamil Nadu,Ranipet,3,0,0,0,0,1,3,1,0,1,2,0,0,6,0,0,0,0,0,2,0,0,1,0,0,1,0,0,20,6,3,3,0,0,0,0,0,0,0,0,76,53,18,5,0,0,0,85,105
Tamil Nadu,Tiruppattur,12,2,1,0,0,3,17,3,0,1,5,4,0,7,3,0,1,0,0,4,0,0,3,1,0,0,0,2,63,0,10,0,0,0,0,10,0,0,0,0,109,94,8,7,0,0,0,119,182
Tamil Nadu,Tenkasi,4,1,0,1,0,1,21,35,1,3,9,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,3,8,0,0,0,0,8,1,0,0,0,161,117,34,10,0,0,0,173,260
Tamil Nadu,Mayiladuthurai,1,0,0,0,0,1,69,1,1,0,0,1,0,10,0,0,0,0,0,7,0,0,1,0,0,0,0,1,92,1,0,0,0,0,0,0,0,0,0,0,73,44,29,0,0,0,1,75,167
Tamil Nadu,Avadi,7,1,0,3,0,0,8,1,1,3,2,2,0,56,1,0,0,0,0,3,0,0,1,0,1,0,0,0,88,7,32,32,0,0,0,0,0,3,3,0,148,104,35,9,0,0,0,190,278
Tamil Nadu,Tambaram,13,0,0,0,0,0,8,4,0,1,0,0,0,13,0,0,0,0,0,7,0,0,2,1,1,0,0,0,48,4,7,0,0,0,7,0,0,0,0,0,124,80,32,10,0,2,0,135,183
Telangana,Cyberabad Commissionerate,153,1,1,54,6,0,219,73,20,49,357,230,24,1435,2,0,2,0,0,61,0,0,492,490,0,0,0,2,3177,0,7,7,0,0,0,0,0,50,7,43,414,280,122,10,2,0,0,471,3648
Telangana,Hyderabad Commissionerate,358,0,2,40,1,13,298,149,16,50,316,42,14,1085,2,0,5,0,0,13,0,0,289,211,0,0,0,78,2691,0,32,0,0,0,0,32,0,185,4,181,347,285,44,14,2,2,0,564,3255
Telangana,Karimnagar Commissionerate,30,0,3,4,0,4,39,39,4,8,105,10,5,237,3,0,0,0,0,11,0,0,64,61,0,0,0,3,563,0,3,0,0,0,0,3,0,0,0,0,39,23,16,0,0,0,0,42,605
Telangana,Khammam Commissionerate,20,0,8,13,0,0,99,47,1,12,125,11,5,362,8,0,6,0,0,16,0,0,93,87,0,0,0,6,818,0,12,5,0,0,0,7,0,0,0,0,125,55,43,27,0,0,0,137,955
Telangana,Nizamabad Commissionerate,22,1,2,3,0,2,76,29,3,6,74,29,3,328,3,0,3,0,0,18,0,0,80,80,0,0,0,0,679,0,2,0,0,0,0,2,0,0,0,0,96,58,37,1,0,0,0,98,777
Telangana,Rachakonda Commissionerate,161,32,0,18,0,0,324,61,12,24,355,251,20,1302,32,0,0,0,0,69,0,1,259,248,0,0,0,11,2889,0,0,0,0,0,0,0,0,0,0,0,480,258,213,9,0,0,0,480,3369
Telangana,Ramagundam Commissionerate,32,2,0,0,1,2,73,38,4,9,99,39,11,547,2,0,2,0,0,17,0,0,52,52,0,0,0,0,928,0,0,0,0,0,0,0,0,2,2,0,90,50,39,0,1,0,0,92,1020
Telangana,Siddipet Commissionerate,19,0,0,3,6,2,59,20,5,6,49,9,6,256,0,0,0,0,0,13,0,0,64,63,0,0,0,1,517,0,0,0,0,0,0,0,0,0,0,0,84,61,23,0,0,0,0,84,601
Telangana,Warangal Commissionerate,59,2,0,9,0,4,102,56,10,6,143,59,10,626,2,0,1,0,0,39,0,0,135,131,0,0,0,4,1261,6,0,0,0,0,0,0,0,4,4,0,137,86,51,0,0,0,0,147,1408
Telangana,Adilabad,8,1,1,7,0,4,13,24,5,1,32,14,4,185,2,0,0,0,0,8,0,0,33,31,0,0,0,2,340,0,0,0,0,0,0,0,0,0,0,0,50,31,18,1,0,0,0,50,390
Telangana,Bhadradri Kothagudem,22,0,3,8,0,0,53,70,2,7,40,0,3,435,3,0,3,0,0,16,0,0,66,65,0,0,0,1,728,0,0,0,0,0,0,0,0,0,0,0,108,65,42,0,1,0,0,108,836
Telangana,Jagityal,21,0,0,0,0,1,63,29,7,9,83,0,1,377,0,0,0,0,0,6,0,0,52,27,0,0,0,25,649,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,19,668
Telangana,Jayashankar Bhupalpalli,9,14,0,0,0,0,7,47,0,6,10,0,0,155,14,0,0,0,0,9,0,0,19,8,0,0,0,11,276,0,0,0,0,0,0,0,0,0,0,0,23,10,13,0,0,0,0,23,299
Telangana,Jogulamba Gadwal,5,0,3,0,0,0,23,22,1,2,25,16,2,54,3,1,0,0,0,6,0,0,22,20,0,0,0,2,182,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,29,211
Telangana,Kamareddy,12,3,5,2,0,0,32,32,2,1,45,25,2,312,8,0,6,0,0,3,0,0,18,17,0,0,0,1,500,0,0,0,0,0,0,0,0,0,0,0,47,47,0,0,0,0,0,47,547
Telangana,Kumaram Bheem Asifabad,7,0,0,2,1,0,10,6,0,0,11,9,1,108,0,0,1,0,0,13,0,0,17,17,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,27,18,9,0,0,0,0,27,213
Telangana,Mahabubabad,14,0,0,1,0,2,47,20,9,2,71,19,2,162,0,0,0,0,0,7,0,0,35,35,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,38,28,10,0,0,0,0,38,429
Telangana,Mahabubnagar,34,0,44,2,0,1,40,28,6,2,32,0,3,167,44,0,0,0,0,13,0,0,27,27,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,75,474
Telangana,Medak,8,0,0,0,0,0,29,19,3,2,31,3,4,191,0,0,0,0,0,4,0,0,37,37,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,56,47,8,1,0,0,0,56,387
Telangana,Nagarkurnool,23,0,0,4,0,5,45,19,1,0,30,10,3,131,0,0,2,0,0,12,0,0,32,31,0,0,0,1,317,0,0,0,0,0,0,0,0,0,0,0,100,80,20,0,0,0,0,100,417
Telangana,Nalgonda,29,2,24,3,0,6,99,53,5,5,59,66,1,315,26,0,0,0,0,10,0,0,24,21,0,0,0,3,701,0,0,0,0,0,0,0,0,3,0,3,75,75,0,0,0,0,0,78,779
Telangana,Nirmal,19,0,0,4,0,6,24,7,3,3,66,13,2,177,0,0,0,0,0,6,0,0,22,22,0,0,0,0,352,0,0,0,0,0,0,0,0,4,0,4,24,24,0,0,0,0,0,28,380
Telangana,Rajanna Siricilla,8,0,1,0,0,0,79,16,0,5,20,1,4,216,1,0,0,0,0,12,0,0,18,18,0,0,0,0,380,0,0,0,0,0,0,0,0,2,2,0,16,16,0,0,0,0,0,18,398
Telangana,Sangareddy,24,5,0,4,0,4,45,13,1,5,28,4,6,140,5,0,1,0,0,8,0,0,92,92,0,0,0,0,380,0,0,0,0,0,0,0,0,1,1,0,136,121,14,1,0,0,0,137,517
Telangana,Suryapet,26,2,1,1,0,2,119,40,5,2,89,57,1,385,3,0,0,0,0,1,0,0,52,52,0,0,0,0,783,0,5,0,0,0,0,5,0,0,0,0,76,63,13,0,0,0,0,81,864
Telangana,Vikarabad,11,0,0,0,0,0,50,23,0,5,27,10,1,95,0,0,0,0,0,12,0,0,63,63,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,59,59,0,0,0,0,0,59,356
Telangana,Wanaparthy,0,0,0,0,0,0,50,4,0,0,0,7,1,126,0,0,0,0,0,2,0,0,33,33,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,45,44,0,1,0,0,0,45,268
Telangana,Railway Police Secunderabad,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,3,8
Telangana,Mulug,2,0,0,0,3,1,12,4,1,2,16,1,2,80,0,0,0,0,0,7,0,0,30,30,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,8,169
Telangana,Narayanpet,12,0,0,1,0,0,26,9,1,0,17,0,3,72,0,0,0,0,0,11,1,0,27,27,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,67,63,4,0,0,0,0,67,247
Tripura,Dhalai,7,1,3,0,0,0,3,0,5,0,0,0,1,9,4,0,0,0,0,2,0,0,3,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,0,0,7,41
Tripura,Gomati,6,0,1,1,0,1,3,0,3,0,0,0,1,43,1,0,5,0,0,1,0,0,7,7,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,24,16,8,0,0,0,0,24,96
Tripura,Grp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,Kowai,3,2,1,0,0,3,3,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,2,2,0,0,0,0,26,0,0,0,0,0,0,0,0,1,1,0,26,18,5,3,0,0,0,27,53
Tripura,North,11,2,2,0,0,0,5,0,0,0,0,0,2,34,4,0,2,0,0,1,0,0,4,2,0,2,0,0,63,0,0,0,0,0,0,0,0,0,0,0,21,14,7,0,0,0,0,21,84
Tripura,Sipahijala,8,0,3,0,0,3,1,0,0,0,0,0,5,25,3,0,4,0,0,6,0,0,8,8,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,8,71
Tripura,South,6,1,3,0,0,1,5,2,2,0,0,1,3,17,4,0,16,0,0,4,0,0,2,2,0,0,0,0,63,0,0,0,0,0,0,0,0,1,1,0,19,16,1,2,0,0,0,20,83
Tripura,Unakoti,11,1,1,0,0,0,12,1,4,0,0,0,3,52,2,0,6,0,0,1,0,0,2,2,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,20,14,5,1,0,0,0,20,114
Tripura,West,12,0,5,0,0,1,11,8,4,0,0,1,5,65,5,0,8,0,0,3,0,0,7,6,0,0,0,1,130,0,0,0,0,0,0,0,0,5,5,0,39,28,6,5,0,0,0,44,174
Tripura,Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Agra,81,159,16,24,0,27,76,221,41,8,23,20,56,797,175,6,0,0,0,5,0,0,119,118,0,0,0,1,1679,0,0,0,0,0,0,0,0,220,220,0,118,38,80,0,0,0,0,338,2017
Uttar Pradesh,Aligarh,25,168,0,0,0,0,0,188,76,4,5,0,48,556,168,0,0,0,0,4,0,0,109,109,0,0,0,0,1183,0,0,0,0,0,0,0,0,68,68,0,152,82,70,0,0,0,0,220,1403
Uttar Pradesh,Prayagraj,94,265,65,0,2,0,58,125,69,4,14,0,54,612,330,0,0,0,0,21,0,0,0,0,0,0,0,0,1383,4,2,0,0,0,0,2,0,0,0,0,80,80,0,0,0,0,1,87,1470
Uttar Pradesh,Ambedkar Nagar,55,30,28,24,0,0,117,0,0,0,0,0,15,258,58,0,0,0,0,0,0,0,81,81,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608
Uttar Pradesh,Amethi,31,20,0,0,0,0,39,8,0,0,0,0,11,153,20,0,0,0,0,2,1,0,72,72,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,63,29,34,0,0,0,0,63,400
Uttar Pradesh,Amroha,39,17,0,0,0,3,28,25,4,0,0,0,11,292,17,0,0,0,0,0,0,0,11,11,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,99,47,52,0,0,0,0,99,529
Uttar Pradesh,Auraiya,3,40,0,0,0,0,0,19,1,0,2,0,20,158,40,0,0,0,0,0,0,0,101,101,0,0,0,0,344,2,0,0,0,0,0,0,0,13,13,0,77,27,50,0,0,0,0,92,436
Uttar Pradesh,Azamgarh,128,279,6,17,0,0,164,39,63,3,12,0,26,501,285,0,0,0,0,3,0,0,213,213,0,0,0,0,1454,0,0,0,0,0,0,0,0,0,0,0,158,86,72,0,0,0,0,158,1612
Uttar Pradesh,Badaun,34,17,61,3,0,0,0,198,0,0,0,1,42,436,78,0,0,0,0,0,0,0,50,50,0,0,0,0,842,19,0,0,0,0,0,0,0,0,0,0,194,109,83,2,0,0,0,213,1055
Uttar Pradesh,Baghpat,28,108,33,0,0,0,39,9,9,0,8,0,4,108,141,2,0,0,0,0,0,0,101,36,0,0,0,65,449,0,0,0,0,0,0,0,0,3,3,0,71,23,47,1,0,0,0,74,523
Uttar Pradesh,Bahraich,67,75,158,7,1,13,140,14,19,1,1,6,58,22,233,0,0,0,0,5,0,0,295,295,0,0,0,0,882,583,0,0,0,0,0,0,0,0,0,0,147,60,85,2,0,0,0,730,1612
Uttar Pradesh,Ballia,41,218,0,0,0,4,82,9,22,0,2,3,18,177,218,0,0,0,0,11,0,0,162,162,0,0,0,0,749,6,0,0,0,0,0,0,0,42,42,0,114,47,66,0,1,0,0,162,911
Uttar Pradesh,Balrampur,19,21,86,5,0,0,44,6,6,1,5,1,18,4,107,0,0,0,0,4,0,0,1,1,0,0,0,0,221,116,0,0,0,0,0,0,0,5,5,0,59,20,39,0,0,0,0,180,401
Uttar Pradesh,Banda,35,54,0,0,0,2,109,11,22,0,6,3,28,319,54,0,0,0,0,17,0,0,169,169,0,0,0,0,775,0,0,0,0,0,0,0,0,18,18,0,123,28,95,0,0,0,0,141,916
Uttar Pradesh,Barabanki,11,0,0,0,0,0,70,5,0,0,0,0,23,73,0,0,0,0,0,0,0,0,166,84,0,0,0,82,348,609,0,0,0,0,0,0,0,0,0,0,157,69,83,4,0,1,0,766,1114
Uttar Pradesh,Bareilly,19,0,0,0,1,0,65,20,5,1,8,0,54,1454,0,0,0,0,0,0,0,0,259,259,0,0,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,310,87,217,2,0,4,0,310,2196
Uttar Pradesh,Basti,55,0,154,0,0,0,41,13,7,0,2,0,18,136,154,0,0,0,0,7,0,0,0,0,0,0,0,0,433,31,0,0,0,0,0,0,0,0,0,0,35,19,16,0,0,0,0,66,499
Uttar Pradesh,Bijnor,28,0,0,0,1,0,27,5,14,0,4,1,28,353,0,0,0,0,0,11,0,0,28,0,0,0,0,28,500,353,0,0,0,0,0,0,0,14,14,0,142,68,71,2,0,1,0,509,1009
Uttar Pradesh,Bulandshahar,24,34,0,11,0,2,12,11,18,4,6,1,43,704,34,0,0,0,0,14,0,0,2,2,0,0,0,0,886,0,0,0,0,0,0,0,0,10,10,0,219,98,115,6,0,0,0,229,1115
Uttar Pradesh,Chandoli,23,24,0,8,0,0,26,6,6,3,4,0,13,92,24,0,0,0,0,2,0,0,44,44,0,0,0,0,251,7,0,0,0,0,0,0,0,0,0,0,93,62,25,2,2,2,0,100,351
Uttar Pradesh,Chitrakoot,13,16,0,0,0,0,0,70,4,0,2,0,10,48,16,0,0,0,0,7,0,0,73,73,0,0,0,0,243,0,0,0,0,0,0,0,0,3,3,0,76,24,52,0,0,0,0,79,322
Uttar Pradesh,Deoria,9,0,0,0,0,0,8,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,12,12,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,21,17,4,0,0,0,0,21,74
Uttar Pradesh,Etah,13,32,0,0,1,0,46,34,14,0,0,0,30,81,32,3,0,0,0,0,0,0,28,28,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,52,16,36,0,0,0,0,52,334
Uttar Pradesh,Etawah,11,40,36,0,0,0,0,14,8,0,2,0,31,102,76,0,0,0,0,18,0,0,25,25,0,0,0,0,287,0,0,0,0,0,0,0,0,4,4,0,55,25,30,0,0,0,0,59,346
Uttar Pradesh,Ayodhya,24,0,0,0,0,0,55,19,15,1,1,0,13,0,0,0,0,0,0,0,0,0,294,294,0,0,0,0,422,270,2,0,0,2,0,0,0,12,12,0,22,22,0,0,0,0,0,306,728
Uttar Pradesh,Fatehgarh,10,86,30,0,3,5,17,12,2,0,3,0,14,66,116,0,0,0,0,0,0,0,176,176,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,22,11,8,1,0,2,0,22,446
Uttar Pradesh,Fatehpur,54,25,0,0,1,0,0,154,20,1,7,1,44,107,25,0,0,0,0,0,0,0,108,105,0,0,0,3,522,0,0,0,0,0,0,0,0,0,0,0,132,37,95,0,0,0,0,132,654
Uttar Pradesh,Firozabad,41,87,0,0,0,0,154,5,35,4,7,0,57,412,87,0,0,0,0,0,0,0,169,169,0,0,0,0,971,204,0,0,0,0,0,0,0,0,0,0,95,24,67,4,0,0,0,299,1270
Uttar Pradesh,Grp,2,1,0,0,0,0,5,22,0,0,0,1,1,0,1,0,0,0,0,0,0,0,26,18,0,0,0,8,58,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,60
Uttar Pradesh,Gautambudh Nagar,16,38,11,0,0,0,0,29,7,4,16,0,33,128,49,0,0,0,0,0,0,0,77,27,0,0,0,50,359,0,0,0,0,0,0,0,0,5,5,0,67,39,24,4,0,0,0,72,431
