state,district,missing_male_total_male,missing_male_below_12_years,missing_male_12_years_above_below_16_years,missing_male_16_years_above_below_18_years,missing_male_children,missing_male_18_years_above,missing_female_total_female,missing_female_below_12_years,missing_female_12_years_above_below_16_years,missing_female_16_years_above_below_18_years,missing_female_children,missing_female_18_years_above,missing_trans_gender_total_transgender,missing_transgender_below_12_years,missing_transgender_12_years_above_below_16_years,missing_transgender_16_years_above_below_18_years,missing_transgender_children,missing_transgender_18_years_above,missing_total_grand_total,missing_total_below_12_years,missing_total_12_years_above_below_14_years,missing_total_14_years_above_below_18_years,missing_total_children,missing_total_18_years_above
Odisha,Gajapati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Ganjam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Jagatsinghpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Jajpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Jharsuguda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Kalahandi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Kandhamal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Kendrapara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Keonjhar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Khurda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Koraput,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Malkangiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Mayurbhanj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Nayagarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Nabarangpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Nuapada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Puri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Rayagada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Rourkela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Sambalpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Sonepur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Srp(Cuttack),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Srp(Rourkela),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Sundargarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Cid Cb,6642,101,364,333,798,5844,21189,59,1782,3584,5425,15764,2,0,0,0,0,2,27833,160,2146,3917,6223,21610
Punjab,Amritsar Rural,11,0,1,1,2,9,111,1,37,60,98,13,0,0,0,0,0,0,122,1,38,61,100,22
Punjab,Barnala,23,0,0,0,0,23,16,0,0,7,7,9,0,0,0,0,0,0,39,0,0,7,7,32
Punjab,Batala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Bathinda,37,1,8,1,10,27,105,2,21,55,78,27,0,0,0,0,0,0,142,3,29,56,88,54
Punjab,Cp Amritsar,39,0,2,1,3,36,72,0,4,29,33,39,0,0,0,0,0,0,111,0,6,30,36,75
Punjab,Cp Jalandhar,178,5,7,2,14,164,330,3,49,40,92,238,0,0,0,0,0,0,508,8,56,42,106,402
Punjab,Cp Ludhiana,17,2,3,2,7,10,20,2,8,3,13,7,0,0,0,0,0,0,37,4,11,5,20,17
Punjab,Faridkot,37,0,0,0,0,37,56,0,10,17,27,29,0,0,0,0,0,0,93,0,10,17,27,66
Punjab,Fatehgarh Sahib,78,10,3,1,14,64,87,2,10,4,16,71,0,0,0,0,0,0,165,12,13,5,30,135
Punjab,Fazilka,61,3,0,0,3,58,55,2,1,1,4,51,0,0,0,0,0,0,116,5,1,1,7,109
Punjab,Ferozepur,28,0,0,0,0,28,93,0,20,33,53,40,0,0,0,0,0,0,121,0,20,33,53,68
Punjab,Grp,1,0,0,0,0,1,4,1,1,0,2,2,0,0,0,0,0,0,5,1,1,0,2,3
Punjab,Gurdaspur,15,0,0,0,0,15,9,0,1,0,1,8,0,0,0,0,0,0,24,0,1,0,1,23
Punjab,Hoshiarpur,75,1,3,1,5,70,193,2,28,34,64,129,0,0,0,0,0,0,268,3,31,35,69,199
Punjab,Jalandhar Rural,64,0,13,0,13,51,56,3,0,4,7,49,0,0,0,0,0,0,120,3,13,4,20,100
Punjab,Kapurthala,7,0,0,0,0,7,32,0,21,10,31,1,0,0,0,0,0,0,39,0,21,10,31,8
Punjab,Khanna,73,6,0,0,6,67,86,5,6,0,11,75,0,0,0,0,0,0,159,11,6,0,17,142
Punjab,Ludhiana Rural,8,0,0,8,8,0,33,0,27,6,33,0,0,0,0,0,0,0,41,0,27,14,41,0
Punjab,Mansa,30,5,1,1,7,23,23,2,0,0,2,21,0,0,0,0,0,0,53,7,1,1,9,44
Punjab,Moga,71,1,1,1,3,68,37,0,2,0,2,35,0,0,0,0,0,0,108,1,3,1,5,103
Punjab,Muktsar,45,0,0,0,0,45,26,0,0,3,3,23,0,0,0,0,0,0,71,0,0,3,3,68
Punjab,Pathankot,38,3,2,2,7,31,38,0,0,6,6,32,0,0,0,0,0,0,76,3,2,8,13,63
Punjab,Patiala,45,3,4,5,12,33,54,2,11,11,24,30,0,0,0,0,0,0,99,5,15,16,36,63
Punjab,Ropar,35,2,4,0,6,29,48,1,21,8,30,18,0,0,0,0,0,0,83,3,25,8,36,47
Punjab,Sangrur,12,1,0,1,2,10,89,4,37,29,70,19,0,0,0,0,0,0,101,5,37,30,72,29
Punjab,Sas Nagar,26,1,9,3,13,13,64,1,33,30,64,0,0,0,0,0,0,0,90,2,42,33,77,13
Punjab,Sbs Nagar,7,1,0,6,7,0,34,0,0,1,1,33,0,0,0,0,0,0,41,1,0,7,8,33
Punjab,Tarn Taran,54,0,0,2,2,52,64,0,3,2,5,59,0,0,0,0,0,0,118,0,3,4,7,111
Punjab,Bureau Of Investigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Intelligence Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Nri Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Special Task Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Malerkotla,5,0,0,0,0,5,21,0,10,9,19,2,0,0,0,0,0,0,26,0,10,9,19,7
Punjab,Cyber Crime Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Ajmer,258,3,25,18,46,212,991,14,92,96,202,789,0,0,0,0,0,0,1249,17,117,114,248,1001
Rajasthan,Alwar,240,7,22,8,37,203,554,7,55,68,130,424,0,0,0,0,0,0,794,14,77,76,167,627
Rajasthan,Banswara,114,0,1,3,4,110,606,0,38,54,92,514,0,0,0,0,0,0,720,0,39,57,96,624
Rajasthan,Baran,159,1,4,6,11,148,780,3,25,130,158,622,0,0,0,0,0,0,939,4,29,136,169,770
Rajasthan,Barmer,91,6,6,5,17,74,199,2,28,9,39,160,0,0,0,0,0,0,290,8,34,14,56,234
Rajasthan,Bharatpur,126,6,8,1,15,111,230,3,10,2,15,215,0,0,0,0,0,0,356,9,18,3,30,326
Rajasthan,Bhilwara,318,2,14,21,37,281,1319,3,135,185,323,996,0,0,0,0,0,0,1637,5,149,206,360,1277
Rajasthan,Bikaner,317,0,11,31,42,275,665,1,15,168,184,481,0,0,0,0,0,0,982,1,26,199,226,756
Rajasthan,Bundi,117,2,5,1,8,109,805,3,81,50,134,671,0,0,0,0,0,0,922,5,86,51,142,780
Rajasthan,Chittorgarh,187,3,9,2,14,173,1157,9,139,95,243,914,0,0,0,0,0,0,1344,12,148,97,257,1087
Rajasthan,Churu,144,0,6,8,14,130,555,0,21,42,63,492,0,0,0,0,0,0,699,0,27,50,77,622
Rajasthan,Dausa,145,11,21,11,43,102,318,17,39,28,84,234,0,0,0,0,0,0,463,28,60,39,127,336
Rajasthan,Dholpur,113,0,5,4,9,104,186,1,6,5,12,174,0,0,0,0,0,0,299,1,11,9,21,278
Rajasthan,Dungarpur,104,2,2,7,11,93,857,1,90,178,269,588,0,0,0,0,0,0,961,3,92,185,280,681
Rajasthan,Grp Ajmer,21,2,0,0,2,19,27,2,3,0,5,22,0,0,0,0,0,0,48,4,3,0,7,41
Rajasthan,Grp Jodhpur,4,1,0,0,1,3,16,1,2,3,6,10,0,0,0,0,0,0,20,2,2,3,7,13
Rajasthan,Ganganagar,271,2,12,4,18,253,847,1,53,87,141,706,0,0,0,0,0,0,1118,3,65,91,159,959
Rajasthan,Hanumangarh,295,1,4,12,17,278,892,5,38,119,162,730,0,0,0,0,0,0,1187,6,42,131,179,1008
Rajasthan,Jaipur East,451,11,31,27,69,382,639,3,72,84,159,480,0,0,0,0,0,0,1090,14,103,111,228,862
Rajasthan,Jaipur North,268,10,12,5,27,241,456,1,73,28,102,354,0,0,0,0,0,0,724,11,85,33,129,595
Rajasthan,Jaipur Rural,174,1,19,15,35,139,425,0,19,52,71,354,0,0,0,0,0,0,599,1,38,67,106,493
Rajasthan,Jaipur South,323,10,24,19,53,270,605,4,51,84,139,466,0,0,0,0,0,0,928,14,75,103,192,736
Rajasthan,Jaipur West,429,8,22,33,63,366,763,3,65,93,161,602,0,0,0,0,0,0,1192,11,87,126,224,968
Rajasthan,Jaisalmer,39,0,3,3,6,33,90,1,7,5,13,77,0,0,0,0,0,0,129,1,10,8,19,110
Rajasthan,Jalore,72,2,1,8,11,61,438,1,28,37,66,372,0,0,0,0,0,0,510,3,29,45,77,433
Rajasthan,Jhalawar,193,4,11,13,28,165,795,6,85,137,228,567,0,0,0,0,0,0,988,10,96,150,256,732
Rajasthan,Jhunjhunu,163,2,15,3,20,143,692,8,28,58,94,598,0,0,0,0,0,0,855,10,43,61,114,741
Rajasthan,Jodhpur East,182,2,10,6,18,164,386,6,30,33,69,317,0,0,0,0,0,0,568,8,40,39,87,481
Rajasthan,Jodhpur West,259,5,13,12,30,229,503,0,24,48,72,431,0,0,0,0,0,0,762,5,37,60,102,660
Rajasthan,Jodhpur Rural,49,0,5,0,5,44,263,3,36,18,57,206,0,0,0,0,0,0,312,3,41,18,62,250
Rajasthan,Karauli,70,0,9,3,12,58,150,0,5,1,6,144,0,0,0,0,0,0,220,0,14,4,18,202
Rajasthan,Kota City,388,8,36,16,60,328,923,8,107,46,161,762,0,0,0,0,0,0,1311,16,143,62,221,1090
Rajasthan,Kota Rural,122,0,2,3,5,117,645,1,64,53,118,527,0,0,0,0,0,0,767,1,66,56,123,644
Rajasthan,Nagaur,133,5,9,6,20,113,469,3,38,46,87,382,0,0,0,0,0,0,602,8,47,52,107,495
Rajasthan,Pali,231,6,11,8,25,206,1167,0,39,107,146,1021,0,0,0,0,0,0,1398,6,50,115,171,1227
Rajasthan,Pratapgarh,121,2,5,4,11,110,702,2,58,125,185,517,0,0,0,0,0,0,823,4,63,129,196,627
Rajasthan,Rajsamand,161,3,8,3,14,147,943,2,53,136,191,752,0,0,0,0,0,0,1104,5,61,139,205,899
Rajasthan,Sawai Madhopur,60,0,6,3,9,51,142,0,5,16,21,121,0,0,0,0,0,0,202,0,11,19,30,172
Rajasthan,Sikar,222,0,8,33,41,181,766,0,38,79,117,649,0,0,0,0,0,0,988,0,46,112,158,830
Rajasthan,Sirohi,97,0,8,1,9,88,508,1,56,33,90,418,0,0,0,0,0,0,605,1,64,34,99,506
Rajasthan,Tonk,126,2,9,11,22,104,551,2,27,61,90,461,0,0,0,0,0,0,677,4,36,72,112,565
Rajasthan,Udaipur,541,4,28,21,53,488,1338,3,149,253,405,933,0,0,0,0,0,0,1879,7,177,274,458,1421
Rajasthan,Jaipur Metro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Scrb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Ats & Sog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Ssb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Jaipur Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Bhiwadi,77,2,7,2,11,66,267,2,42,52,96,171,0,0,0,0,0,0,344,4,49,54,107,237
Rajasthan,Beawar,173,1,6,8,15,158,922,2,57,119,178,744,0,0,0,0,0,0,1095,3,63,127,193,902
Rajasthan,Didwana-Kuchaman,101,1,7,4,12,89,514,2,21,49,72,442,0,0,0,0,0,0,615,3,28,53,84,531
Rajasthan,Kekri,53,3,4,2,9,44,292,1,22,46,69,223,0,0,0,0,0,0,345,4,26,48,78,267
Rajasthan,Shahpura,55,0,5,2,7,48,407,0,36,69,105,302,0,0,0,0,0,0,462,0,41,71,112,350
Rajasthan,Deeg,44,1,4,4,9,35,124,0,6,16,22,102,0,0,0,0,0,0,168,1,10,20,31,137
Rajasthan,Gangapur City,49,2,5,2,9,40,105,2,3,7,12,93,0,0,0,0,0,0,154,4,8,9,21,133
Rajasthan,Anupgarh,114,3,2,2,7,107,521,3,33,48,84,437,0,0,0,0,0,0,635,6,35,50,91,544
Rajasthan,Dudu,25,0,0,3,3,22,81,0,0,17,17,64,0,0,0,0,0,0,106,0,0,20,20,86
Rajasthan,Khairtal-Tijara,70,1,3,3,7,63,179,2,24,20,46,133,0,0,0,0,0,0,249,3,27,23,53,196
Rajasthan,Kotputli-Behror,137,1,2,1,4,133,392,4,18,29,51,341,0,0,0,0,0,0,529,5,20,30,55,474
Rajasthan,Balotra,60,1,3,0,4,56,174,0,7,34,41,133,0,0,0,0,0,0,234,1,10,34,45,189
Rajasthan,Phalodi,34,0,0,2,2,32,100,0,0,10,10,90,0,0,0,0,0,0,134,0,0,12,12,122
Rajasthan,Jodhpur Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Sanchore,39,0,4,0,4,35,170,0,13,13,26,144,0,0,0,0,0,0,209,0,17,13,30,179
Rajasthan,Neem Ka Thana,81,0,8,10,18,63,363,0,13,44,57,306,0,0,0,0,0,0,444,0,21,54,75,369
Rajasthan,Salumbar,38,0,0,2,2,36,362,0,19,68,87,275,0,0,0,0,0,0,400,0,19,70,89,311
Sikkim,Gangtok (East),83,0,0,0,0,83,122,0,0,0,0,122,0,0,0,0,0,0,205,0,0,0,0,205
Sikkim,Mangan (North),2,0,0,0,0,2,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6
Sikkim,Namchi (South),6,0,0,0,0,6,19,0,1,0,1,18,0,0,0,0,0,0,25,0,1,0,1,24
Sikkim,Soreng (West),1,0,0,0,0,1,12,0,4,0,4,8,0,0,0,0,0,0,13,0,4,0,4,9
Sikkim,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,Pakyong (East),21,0,0,0,0,21,30,0,1,0,1,29,0,0,0,0,0,0,51,0,1,0,1,50
Sikkim,Gyalshing (West),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Ariyalur,56,16,4,1,21,35,258,16,13,40,69,189,0,0,0,0,0,0,314,32,17,41,90,224
Tamil Nadu,Chennai,1282,59,64,65,188,1094,2083,69,163,254,486,1597,2,0,0,1,1,1,3367,128,227,320,675,2692
Tamil Nadu,Coimbatore,297,52,21,7,80,217,608,37,32,99,168,440,0,0,0,0,0,0,905,89,53,106,248,657
Tamil Nadu,Coimbatore City,379,14,20,29,63,316,611,24,30,90,144,467,0,0,0,0,0,0,990,38,50,119,207,783
Tamil Nadu,Cuddalore,189,1,15,2,18,171,686,3,42,64,109,577,0,0,0,0,0,0,875,4,57,66,127,748
Tamil Nadu,Dharmapuri,106,12,26,8,46,60,355,15,22,94,131,224,0,0,0,0,0,0,461,27,48,102,177,284
Tamil Nadu,Dindigul,248,49,18,13,80,168,766,66,57,157,280,486,1,0,0,0,0,1,1015,115,75,170,360,655
Tamil Nadu,Erode,215,37,18,9,64,151,510,29,59,58,146,364,0,0,0,0,0,0,725,66,77,67,210,515
Tamil Nadu,Kanchipuram,173,23,5,5,33,140,443,9,20,60,89,354,0,0,0,0,0,0,616,32,25,65,122,494
Tamil Nadu,Kanyakumari,131,5,12,6,23,108,233,10,18,41,69,164,0,0,0,0,0,0,364,15,30,47,92,272
Tamil Nadu,Karur,97,12,3,1,16,81,245,17,20,45,82,163,0,0,0,0,0,0,342,29,23,46,98,244
Tamil Nadu,Krishnagiri,227,26,38,13,77,150,622,30,34,116,180,442,0,0,0,0,0,0,849,56,72,129,257,592
Tamil Nadu,Madurai,248,45,10,17,72,176,755,26,35,145,206,549,0,0,0,0,0,0,1003,71,45,162,278,725
Tamil Nadu,Madurai City,268,32,24,3,59,209,483,34,44,32,110,373,0,0,0,0,0,0,751,66,68,35,169,582
Tamil Nadu,Nagapattinam,33,4,3,0,7,26,141,5,4,23,32,109,0,0,0,0,0,0,174,9,7,23,39,135
Tamil Nadu,Namakkal,120,26,3,2,31,89,274,25,14,50,89,185,0,0,0,0,0,0,394,51,17,52,120,274
Tamil Nadu,Nilgiris,43,5,6,2,13,30,96,4,21,18,43,53,0,0,0,0,0,0,139,9,27,20,56,83
Tamil Nadu,Perambalur,66,20,5,1,26,40,216,21,17,16,54,162,0,0,0,0,0,0,282,41,22,17,80,202
Tamil Nadu,Pudukottai,139,23,10,7,40,99,530,7,28,50,85,445,0,0,0,0,0,0,669,30,38,57,125,544
Tamil Nadu,Ramnathapuram,131,27,11,4,42,89,366,30,17,25,72,294,0,0,0,0,0,0,497,57,28,29,114,383
Tamil Nadu,Railway Chennai,20,0,0,0,0,20,7,0,0,1,1,6,0,0,0,0,0,0,27,0,0,1,1,26
Tamil Nadu,Railway Trichy,13,2,0,0,2,11,4,0,0,0,0,4,0,0,0,0,0,0,17,2,0,0,2,15
Tamil Nadu,Salem,149,25,10,13,48,101,376,15,35,56,106,270,0,0,0,0,0,0,525,40,45,69,154,371
Tamil Nadu,Salem City,137,17,13,9,39,98,329,29,16,51,96,233,0,0,0,0,0,0,466,46,29,60,135,331
Tamil Nadu,Sivagangai,159,28,17,8,53,106,479,35,9,81,125,354,0,0,0,0,0,0,638,63,26,89,178,460
Tamil Nadu,Thanjavur,263,44,18,18,80,183,821,57,47,114,218,603,0,0,0,0,0,0,1084,101,65,132,298,786
Tamil Nadu,Theni,197,41,16,4,61,136,522,50,30,94,174,348,0,0,0,0,0,0,719,91,46,98,235,484
Tamil Nadu,Thirunelveli,215,30,15,13,58,157,504,31,24,56,111,393,0,0,0,0,0,0,719,61,39,69,169,550
Tamil Nadu,Thirunelveli City,105,7,10,1,18,87,151,7,6,14,27,124,0,0,0,0,0,0,256,14,16,15,45,211
Tamil Nadu,Thiruvallur,187,10,15,24,49,138,546,16,48,60,124,422,0,0,0,0,0,0,733,26,63,84,173,560
Tamil Nadu,Thiruvannamalai,167,27,15,7,49,118,603,34,16,74,124,479,0,0,0,0,0,0,770,61,31,81,173,597
Tamil Nadu,Thiruvarur,91,24,5,0,29,62,266,21,13,18,52,214,0,0,0,0,0,0,357,45,18,18,81,276
Tamil Nadu,Thoothukudi,192,28,18,11,57,135,454,32,25,104,161,293,0,0,0,0,0,0,646,60,43,115,218,428
Tamil Nadu,Tiruppur,297,23,25,34,82,215,514,43,42,64,149,365,0,0,0,0,0,0,811,66,67,98,231,580
Tamil Nadu,Tiruppur City,224,42,20,12,74,150,498,31,41,68,140,358,0,0,0,0,0,0,722,73,61,80,214,508
Tamil Nadu,Trichy,124,25,5,3,33,91,419,27,24,67,118,301,0,0,0,0,0,0,543,52,29,70,151,392
Tamil Nadu,Trichy City,103,9,13,4,26,77,214,7,23,33,63,151,0,0,0,0,0,0,317,16,36,37,89,228
Tamil Nadu,Vellore,136,19,15,4,38,98,362,29,21,64,114,248,0,0,0,0,0,0,498,48,36,68,152,346
Tamil Nadu,Villupuram,190,0,0,9,9,181,629,0,7,89,96,533,0,0,0,0,0,0,819,0,7,98,105,714
Tamil Nadu,Virudhunagar,263,16,22,34,72,191,686,48,71,80,199,487,0,0,0,0,0,0,949,64,93,114,271,678
Tamil Nadu,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Other Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Chengalpattu,159,25,7,6,38,121,447,26,30,25,81,366,0,0,0,0,0,0,606,51,37,31,119,487
Tamil Nadu,Kallakurichi,93,0,3,8,11,82,409,0,11,54,65,344,0,0,0,0,0,0,502,0,14,62,76,426
Tamil Nadu,Ranipet,130,15,8,3,26,104,397,15,17,52,84,313,0,0,0,0,0,0,527,30,25,55,110,417
Tamil Nadu,Tiruppattur,117,12,22,16,50,67,355,17,28,97,142,213,0,0,0,0,0,0,472,29,50,113,192,280
Tamil Nadu,Tenkasi,163,17,20,3,40,123,439,23,35,47,105,334,0,0,0,0,0,0,602,40,55,50,145,457
Tamil Nadu,Mayiladuthurai,83,4,17,6,27,56,226,2,15,24,41,185,0,0,0,0,0,0,309,6,32,30,68,241
Tamil Nadu,Avadi,545,46,37,27,110,435,906,57,51,137,245,661,2,0,0,0,0,2,1453,103,88,164,355,1098
Tamil Nadu,Tambaram,403,13,27,24,64,339,720,37,73,74,184,536,1,0,0,0,0,1,1124,50,100,98,248,876
Telangana,Cyberabad Commissionerate,1996,5,8,34,47,1949,2893,2,5,2,9,2884,1,0,0,1,1,0,4890,7,13,37,57,4833
Telangana,Hyderabad Commissionerate,2086,145,37,34,216,1870,2271,78,22,104,204,2067,0,0,0,0,0,0,4357,223,59,138,420,3937
Telangana,Karimnagar Commissionerate,178,18,2,7,27,151,319,12,1,9,22,297,0,0,0,0,0,0,497,30,3,16,49,448
Telangana,Khammam Commissionerate,206,6,0,1,7,199,410,6,0,0,6,404,0,0,0,0,0,0,616,12,0,1,13,603
Telangana,Nizamabad Commissionerate,446,55,12,1,68,378,569,36,8,3,47,522,0,0,0,0,0,0,1015,91,20,4,115,900
Telangana,Rachakonda Commissionerate,1905,0,80,200,280,1625,2387,0,58,160,218,2169,0,0,0,0,0,0,4292,0,138,360,498,3794
Telangana,Ramagundam Commissionerate,234,25,4,0,29,205,418,30,2,0,32,386,0,0,0,0,0,0,652,55,6,0,61,591
Telangana,Siddipet Commissionerate,188,19,2,1,22,166,287,16,3,1,20,267,0,0,0,0,0,0,475,35,5,2,42,433
Telangana,Warangal Commissionerate,409,51,4,0,55,354,788,37,3,0,40,748,0,0,0,0,0,0,1197,88,7,0,95,1102
Telangana,Adilabad,146,18,3,0,21,125,244,13,6,2,21,223,0,0,0,0,0,0,390,31,9,2,42,348
Telangana,Bhadradri Kothagudem,131,7,0,0,7,124,267,9,0,0,9,258,0,0,0,0,0,0,398,16,0,0,16,382
Telangana,Jagityal,132,2,28,1,31,101,290,0,1,28,29,261,0,0,0,0,0,0,422,2,29,29,60,362
Telangana,Jayashankar Bhupalpalli,43,0,0,2,2,41,100,0,1,0,1,99,0,0,0,0,0,0,143,0,1,2,3,140
Telangana,Jogulamba Gadwal,72,0,0,10,10,62,139,0,0,8,8,131,0,0,0,0,0,0,211,0,0,18,18,193
Telangana,Kamareddy,238,8,18,17,43,195,396,8,31,33,72,324,0,0,0,0,0,0,634,16,49,50,115,519
Telangana,Kumaram Bheem Asifabad,51,5,2,0,7,44,98,1,1,0,2,96,0,0,0,0,0,0,149,6,3,0,9,140
Telangana,Mahabubabad,69,15,0,2,17,52,173,11,0,0,11,162,0,0,0,0,0,0,242,26,0,2,28,214
Telangana,Mahabubnagar,233,32,15,11,58,175,440,37,5,6,48,392,0,0,0,0,0,0,673,69,20,17,106,567
Telangana,Medak,220,7,10,16,33,187,286,4,21,8,33,253,0,0,0,0,0,0,506,11,31,24,66,440
Telangana,Nagarkurnool,101,10,6,3,19,82,210,12,0,0,12,198,0,0,0,0,0,0,311,22,6,3,31,280
Telangana,Nalgonda,173,18,9,6,33,140,352,15,1,1,17,335,0,0,0,0,0,0,525,33,10,7,50,475
Telangana,Nirmal,112,0,0,8,8,104,185,0,0,14,14,171,0,0,0,0,0,0,297,0,0,22,22,275
Telangana,Rajanna Siricilla,90,13,0,0,13,77,153,0,0,8,8,145,0,0,0,0,0,0,243,13,0,8,21,222
Telangana,Sangareddy,455,53,20,10,83,372,529,53,9,17,79,450,0,0,0,0,0,0,984,106,29,27,162,822
Telangana,Suryapet,123,6,5,2,13,110,294,0,0,0,0,294,0,0,0,0,0,0,417,6,5,2,13,404
Telangana,Vikarabad,145,13,7,1,21,124,238,14,1,2,17,221,0,0,0,0,0,0,383,27,8,3,38,345
Telangana,Wanaparthy,93,0,0,20,20,73,180,0,0,11,11,169,0,0,0,0,0,0,273,0,0,31,31,242
Telangana,Railway Police Secunderabad,29,1,1,0,2,27,18,2,3,0,5,13,0,0,0,0,0,0,47,3,4,0,7,40
Telangana,Mulug,43,0,0,0,0,43,62,0,0,0,0,62,0,0,0,0,0,0,105,0,0,0,0,105
Telangana,Narayanpet,52,9,2,0,11,41,158,7,0,0,7,151,0,0,0,0,0,0,210,16,2,0,18,192
Tripura,Dhalai,36,0,0,0,0,36,124,0,0,6,6,118,0,0,0,0,0,0,160,0,0,6,6,154
Tripura,Gomati,38,0,0,0,0,38,218,0,7,5,12,206,0,0,0,0,0,0,256,0,7,5,12,244
Tripura,Grp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,Kowai,10,0,0,0,0,10,98,0,1,0,1,97,0,0,0,0,0,0,108,0,1,0,1,107
Tripura,North,17,1,1,2,4,13,77,1,1,5,7,70,0,0,0,0,0,0,94,2,2,7,11,83
Tripura,Sipahijala,27,1,0,1,2,25,86,0,9,5,14,72,0,0,0,0,0,0,113,1,9,6,16,97
Tripura,South,43,10,2,1,13,30,191,8,6,20,34,157,0,0,0,0,0,0,234,18,8,21,47,187
Tripura,Unakoti,17,0,2,1,3,14,49,0,19,4,23,26,0,0,0,0,0,0,66,0,21,5,26,40
Tripura,West,122,9,4,1,14,108,492,17,47,47,111,381,0,0,0,0,0,0,614,26,51,48,125,489
Tripura,Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
